Symbol	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
LAMB1	11723487_a_at	-0.938269638	5.054979039	-4.951409463	0.001535452	0.070653065	-0.745450712
C21orf57	11723496_a_at	0.56230933	7.122261684	3.543040113	0.009044668	0.170930067	-2.552997007
C21orf57	11723497_x_at	0.665385269	7.744217032	5.992055687	0.000495902	0.041813728	0.389334833
PRLR	11723502_at	0.680405612	8.095468136	4.487523963	0.002665782	0.094177648	-1.306119667
ZNF609	11723506_at	0.401680929	6.854125379	3.367397211	0.011517145	0.19291064	-2.799140604
CAB39L	11723515_a_at	0.593431469	6.436408061	4.856263262	0.001715065	0.075039352	-0.857621931
CAB39L	11723517_a_at	0.835450794	8.03364633	6.670071632	0.000255075	0.032398833	1.043813896
TMEM80	11723540_a_at	-0.553096878	4.235981478	-3.768366623	0.006676914	0.147421021	-2.243294564
UPF3B	11723549_a_at	-0.395426325	8.842604189	-3.419793409	0.010711229	0.186739088	-2.725305465
C11orf75	11723560_at	-0.518379971	5.510335212	-4.294396849	0.003385383	0.104987165	-1.549777077
C11orf75	11723561_x_at	-0.806014768	5.582868059	-3.799683046	0.006404898	0.144968173	-2.20082524
CENPA	11723565_a_at	-1.11442919	8.998703608	-6.644073712	0.000261414	0.032398833	1.019861822
OTUD3	11723571_at	-0.408084933	6.975938904	-3.547534496	0.008989428	0.170602658	-2.546751056
MAPKAP1	11723575_x_at	-0.492041831	7.142551765	-3.512480273	0.00943011	0.175006865	-2.59553796
GRB14	11723586_a_at	0.870559322	7.327121978	6.425561115	0.000322251	0.035054579	0.81501774
MYO19	11723602_a_at	-0.997362437	6.893833342	-6.072817878	0.000456875	0.040817759	0.470638116
INPP5J	11723604_a_at	0.965573749	7.722315363	8.505436972	5.31E-05	0.020282953	2.532056119
FAM113B	11723605_a_at	0.469388015	9.300694952	4.06441376	0.004532661	0.121267065	-1.847704684
SERHL /// SERHL2	11723613_s_at	0.394573318	6.451622122	3.365408467	0.011548988	0.193113899	-2.801949655
TRIM21	11723623_s_at	0.523796626	6.130973722	4.735353172	0.001977627	0.080827935	-1.002266322
SEMA3C	11723666_a_at	0.949694645	6.862383432	7.920692096	8.48E-05	0.022801718	2.098407145
SEMA3C	11723667_at	0.584907417	8.098808198	5.173901356	0.00119135	0.063390973	-0.488781818
SEMA3C	11723668_at	0.399101615	10.57299843	3.389808317	0.011164748	0.190146592	-2.767518478
USP34	11723681_a_at	0.405877412	7.576638847	3.523438364	0.009289903	0.173886226	-2.580269479
THOC4	11723682_at	-0.746746035	10.51591046	-5.78001589	0.000617294	0.046503728	0.171389184
CD302	11723692_a_at	0.464950654	7.112120441	3.635746542	0.007975703	0.160654736	-2.424715373
OAS3	11723698_a_at	0.76098471	8.080252228	6.323657813	0.000355922	0.036183921	0.717295802
OAS3	11723699_s_at	0.904025316	10.56327819	6.952618651	0.000196241	0.028933528	1.298524122
SLC24A3	11723711_at	0.655414955	7.643319888	5.308718155	0.001024953	0.058851584	-0.337055677
E2F1	11723713_at	-0.85327258	6.568793518	-6.963665125	0.000194272	0.0288389	1.308277282
FAM64A	11723747_a_at	-0.958587597	7.829908221	-7.225503044	0.000153514	0.026051174	1.53507226
MASTL	11723771_a_at	-1.217208705	8.525799669	-6.264993828	0.00037708	0.037108173	0.660394453
AGXT2L2	11723825_a_at	0.447509713	6.920956174	4.004334126	0.004898142	0.126143376	-1.926903466
RMI1	11723840_s_at	-0.818808326	8.41550237	-6.234129117	0.000388774	0.037784663	0.630266288
SAMD9	11723854_at	1.297147283	7.373049178	5.643849578	0.000712588	0.049227203	0.02794114
DOCK10	11723863_a_at	-0.461810389	5.428492911	-3.566067163	0.008765455	0.168680473	-2.521024407
MTL5	11723892_at	0.786263328	6.32302667	5.006368617	0.001441243	0.068557436	-0.681317457
TEP1	11723895_a_at	0.733787983	6.827706794	5.741184347	0.000642937	0.047162179	0.130762118
ESPL1	11723909_at	-1.246600012	8.01805598	-9.818696652	2.04E-05	0.019966431	3.389579639
SNX1	11723936_a_at	-0.518930791	5.754237015	-3.974633466	0.00509058	0.128419082	-1.96626213
CCNB1	11723939_a_at	-0.405570461	10.43323627	-3.656384868	0.007756798	0.158729295	-2.396318538
PTTG1IP	11723941_a_at	0.532299083	8.138267816	3.425909049	0.010621181	0.186169286	-2.716709541
PTTG1IP	11723942_s_at	0.443392034	8.358463858	3.375638783	0.011386186	0.192013383	-2.787504661
PTTG1IP	11723943_x_at	0.507859641	8.126365944	3.872511848	0.005817668	0.137772962	-2.102620674
PBK	11723950_a_at	-0.882738447	8.263329446	-5.69837894	0.000672588	0.048094282	0.085718158
LSM5	11723957_x_at	-1.012045712	7.028117755	-3.513040278	0.00942289	0.174955407	-2.594757291
AGA	11723964_at	0.413668402	9.113198401	3.392863456	0.01111761	0.189929071	-2.763212395
SPC25	11723998_at	-1.464474154	6.983437496	-5.20330705	0.001152649	0.062418354	-0.455445059
ZNF581	11724000_a_at	0.39172993	9.053161636	3.418293263	0.010733442	0.186928824	-2.727414729
HIST1H2BD	11724021_at	0.582776817	11.86375512	4.731455499	0.001986798	0.080893933	-1.006968298
TCF19	11724026_a_at	-0.983721204	6.5119726	-6.083177284	0.000452122	0.040817759	0.480999651
SGOL2	11724054_a_at	-0.847247229	4.844558036	-5.134187299	0.001245921	0.064370442	-0.534021144
SGOL2	11724055_x_at	-0.899735243	6.162222005	-5.026482964	0.001408377	0.068078304	-0.657965925
RAD51C	11724062_a_at	-0.57743713	10.96159494	-4.790344937	0.001853082	0.077991765	-0.936187903
SLC25A19	11724064_a_at	-0.491124509	8.29655603	-4.269313533	0.003493528	0.106604283	-1.581862689
HCFC1R1	11724066_s_at	0.633832209	8.704790048	4.883944995	0.001660524	0.073381803	-0.824837215
PHF10	11724071_at	-0.578720555	8.20017363	-3.789527499	0.00649177	0.145200291	-2.214581766
E2F2	11724079_s_at	-0.900681415	7.142839667	-7.785795227	9.48E-05	0.02322127	1.993313379
KLHDC9	11724084_a_at	0.571615987	6.438151686	4.189274288	0.003864687	0.111340326	-1.68491676
BATF2	11724106_a_at	0.485979625	4.762188128	4.353946825	0.003143039	0.101756364	-1.47400665
MID2	11724126_a_at	0.569096667	8.313804046	4.992717662	0.001464031	0.068971561	-0.697202109
GFRA1	11724131_at	-0.633961034	8.69283152	-3.719332507	0.007128295	0.151487754	-2.310078645
SACS	11724139_s_at	-0.601304127	6.168979601	-3.385292175	0.011234819	0.190243257	-2.773885865
GXYLT1	11724160_a_at	-0.617497515	7.189003209	-5.066020857	0.001346163	0.066695051	-0.612252459
SDSL	11724173_at	0.585490884	8.176610981	4.93983845	0.001556142	0.071158351	-0.759014722
STC1	11724198_a_at	0.846925459	8.19887746	7.205216019	0.000156303	0.026051174	1.517797231
SNRPD1	11724203_at	-0.614277194	7.976591972	-4.634866804	0.002229747	0.086354713	-1.124272174
SNRPD1	11724204_s_at	-0.707160428	7.768926499	-3.348172055	0.011828949	0.195679758	-2.826315454
KIFC1	11724209_a_at	-0.691231387	7.147141362	-4.607305518	0.002304943	0.087621463	-1.158020929
LMAN1	11724210_at	0.741557568	8.15186908	6.622453749	0.00026682	0.032398833	0.999875909
SLC39A8	11724252_s_at	-0.597225383	10.01270666	-4.266079928	0.003507742	0.106840428	-1.586006309
OAS1	11724255_a_at	0.999103958	7.713104819	8.97418928	3.72E-05	0.020078841	2.855579313
OAS1	11724256_s_at	1.36441148	9.007456445	9.595035984	2.38E-05	0.019966431	3.253919965
ANXA3	11724283_a_at	-1.277313819	7.024932855	-7.812190769	9.27E-05	0.02318146	2.014032064
SH3BP2	11724312_a_at	-0.706293681	6.302411453	-3.444581477	0.010351239	0.183830123	-2.690493248
UBE2C	11724328_a_at	-1.085692207	9.859941908	-8.009614168	7.88E-05	0.022246524	2.166619319
IFIH1	11724346_a_at	1.178620041	8.852877798	8.605342727	4.92E-05	0.020282953	2.602741177
DDX60L	11724399_a_at	0.687361374	7.120100472	4.306393529	0.003334961	0.104338733	-1.53446697
GABPB1	11724436_a_at	-0.704558731	8.315261974	-4.524252108	0.002548938	0.091353874	-1.260462256
ASB9	11724444_a_at	1.463494501	6.231495907	10.36982119	1.41E-05	0.019966431	3.707402838
SLC22A4	11724454_at	0.674410826	8.09815308	5.980088789	0.000501995	0.041951947	0.377208303
ALDOC	11724461_a_at	0.683027199	7.61846174	4.749291746	0.001945208	0.080349459	-0.985471514
ALDOC	11724462_x_at	0.654879839	8.304972559	4.112640256	0.004260786	0.117514479	-1.784538321
ANLN	11724464_a_at	-1.199333497	9.120732479	-7.054906742	0.00017883	0.02783548	1.388258199
ANLN	11724465_a_at	-1.11640832	7.598474367	-8.17695433	6.88E-05	0.021561551	2.292741487
ANLN	11724466_x_at	-1.157598756	8.157591275	-8.155546462	7.00E-05	0.021661217	2.276768088
C5orf13	11724481_a_at	0.711639298	7.042599102	6.452297046	0.000314018	0.03481402	0.84042344
LIG1	11724492_a_at	-0.759607525	7.988974855	-6.84287178	0.000217068	0.030122572	1.200795888
C21orf45	11724505_at	-0.485728891	7.854234386	-3.57441085	0.008666589	0.16755969	-2.509457
GPD1L	11724514_a_at	0.74484104	6.506553284	3.960408905	0.005185646	0.130087967	-1.985160258
CDK5RAP2	11724524_x_at	-0.510522404	6.835726278	-4.54293206	0.002491681	0.090282379	-1.237324488
POLR1A	11724544_a_at	-0.428774641	7.323759017	-3.512201477	0.009433707	0.175007994	-2.595926626
USP48	11724568_a_at	-0.517028814	8.443649579	-3.551438718	0.008941736	0.170285202	-2.541327463
TPRG1L	11724582_a_at	0.579565383	6.883036225	4.888586379	0.001651568	0.073051243	-0.819352258
ERAP1	11724602_a_at	0.466213731	5.411623666	3.803295163	0.006374304	0.144656671	-2.195935994
MAP2K6	11724606_a_at	0.976632791	5.875292347	8.243044131	6.53E-05	0.021259214	2.341759093
LMBR1	11724651_a_at	0.428735157	6.312246858	3.395471736	0.011077537	0.189520454	-2.759537044
FAM149B1	11724675_a_at	0.663558502	6.103932654	5.643230585	0.000713057	0.049227203	0.027282724
SAMD11	11724688_a_at	0.622172692	7.555314532	5.234999885	0.001112492	0.061683631	-0.419667451
RIBC2	11724691_at	-0.681309303	5.539254096	-5.373159663	0.000954663	0.056792111	-0.26553258
SOX11	11724709_s_at	0.547676108	4.826737642	3.992291241	0.004975199	0.126872086	-1.942846046
DMXL1	11724711_a_at	0.408565492	6.729336447	3.692943775	0.007384802	0.154158904	-2.346163287
HSPA2	11724723_a_at	-0.591800367	5.607930152	-3.792813085	0.006463525	0.145200291	-2.210129509
TUBB	11724732_s_at	-0.756387289	9.986123662	-5.098241201	0.001297711	0.065255286	-0.575183033
HMGN2	11724741_at	-0.443323689	4.400304019	-3.499956667	0.009593143	0.176799033	-2.613007081
DEPDC6	11724762_a_at	0.595433356	7.174723165	4.52547419	0.002545148	0.091353874	-1.258946811
FASTKD2	11724766_a_at	-0.389306301	4.63739218	-3.495810813	0.00964778	0.177581574	-2.618794633
PGM2L1	11724776_at	0.696982321	7.109216777	5.420201982	0.00090673	0.055483	-0.213726349
PGM2L1	11724778_at	0.449914497	5.458995579	3.919712677	0.005468465	0.133660089	-2.039398428
ZG16B	11724795_at	1.083133836	8.355851699	7.555076276	0.000115212	0.024069966	1.808944683
MAGOH	11724797_a_at	-0.699169308	7.145482091	-4.041507978	0.004668373	0.123101288	-1.877833629
QPRT	11724800_a_at	0.433810133	11.33389945	3.722529712	0.007097878	0.151361263	-2.305713483
CWF19L2	11724823_s_at	-0.424325269	6.384184377	-3.498572373	0.009611349	0.17704269	-2.614939286
STS	11724830_at	0.74946579	6.360317701	3.529396143	0.009214617	0.172953154	-2.571974852
NR2C2AP	11724845_a_at	-0.463993746	8.074228078	-4.195353266	0.003835035	0.111241463	-1.67705406
NR2C2AP	11724846_s_at	-0.496179104	8.11736176	-3.873217862	0.00581227	0.137772962	-2.10167254
ZNF217	11724880_s_at	0.529871571	6.776647779	4.61876782	0.002273336	0.086945093	-1.143970442
TMPRSS2	11724911_a_at	0.561746562	7.144754006	4.492963735	0.002648111	0.093754119	-1.299343645
MAGI2	11724947_a_at	0.445107847	4.443898028	3.434247687	0.010499709	0.185006441	-2.704996585
FBXO5	11724963_s_at	-1.31706138	8.575071666	-6.650264228	0.000259889	0.032398833	1.025573192
USP31	11724968_at	-0.703606447	7.303212591	-3.606004845	0.008302983	0.164119875	-2.46574201
TCOF1	11725064_x_at	-0.411817001	7.423480491	-3.459907581	0.010135179	0.181825812	-2.669008159
TCOF1	11725065_a_at	-0.541253908	7.005297062	-3.886483467	0.005711843	0.13640386	-2.083871599
RNFT1	11725080_a_at	0.433091713	8.335186435	3.685619249	0.007457756	0.155354229	-2.356196657
HDAC6	11725083_s_at	0.419213877	6.899915102	3.764501381	0.006711346	0.147421021	-2.248546317
RFX5	11725091_at	0.421310816	8.066915207	3.501633853	0.009571134	0.176696491	-2.610666391
RFX5	11725092_s_at	0.611978203	9.982011769	4.591802307	0.002348464	0.088004911	-1.177058553
RFX5	11725093_a_at	0.838702269	8.202285517	7.389463019	0.000132918	0.024853419	1.672900017
CDKN2D	11725107_at	-0.526291257	6.801859305	-3.720729776	0.007114985	0.151465024	-2.308170765
C9orf40	11725148_at	-1.088939937	5.894945725	-6.384494633	0.000335372	0.035416092	0.775806277
C9orf40	11725149_at	-0.593572975	7.761552726	-5.063465222	0.001350091	0.066822774	-0.61519976
C11orf82	11725161_a_at	-1.467787997	7.584415978	-9.972931382	1.83E-05	0.019966431	3.480835999
GPR126	11725191_s_at	-0.487836671	8.585556901	-4.068715072	0.00450766	0.121056231	-1.842056108
LETM1	11725208_at	-0.485415177	7.751613236	-3.456622475	0.010181079	0.182180952	-2.67361091
RBPMS2	11725237_a_at	-0.860147093	4.559067087	-7.340188396	0.000138762	0.025067462	1.631811162
PRELID1	11725315_x_at	-0.441504488	11.6360918	-3.990417665	0.004987305	0.126978741	-1.94532833
TSPAN31	11725324_x_at	0.798981243	8.379311022	6.075039327	0.000455851	0.040817759	0.472861305
TSPAN31	11725325_a_at	0.850148767	7.313087628	7.544168257	0.000116293	0.024069966	1.800080609
USP9X	11725330_a_at	-0.632338471	4.746195009	-4.222679153	0.003704781	0.109987282	-1.641782553
MZT1	11725334_at	-0.533925365	8.864030886	-3.98735146	0.005007187	0.12735392	-1.949391883
PRTFDC1	11725356_a_at	-0.81328814	4.692589908	-4.235057877	0.003647375	0.109023571	-1.625843512
IER5L	11725367_at	-0.484083984	7.755102948	-3.587775039	0.00851073	0.165772119	-2.490949024
TRADD	11725373_a_at	0.563953621	8.982231192	5.100159032	0.001294888	0.065255286	-0.572981761
C15orf39	11725384_a_at	-0.417012381	5.493254827	-3.530918247	0.009195488	0.172725122	-2.56985648
RAB27A	11725424_a_at	-0.492291735	4.154214056	-3.372572623	0.01143472	0.192411738	-2.791832693
PBX2	11725431_at	0.46528067	6.660674118	3.813626798	0.00628767	0.143379334	-2.181962057
PBX2	11725433_at	0.503776598	7.779627469	3.764472949	0.0067116	0.147421021	-2.248584955
FOXM1	11725441_a_at	-1.054177964	7.474604089	-8.737176534	4.45E-05	0.020282953	2.694561354
FOXM1	11725442_a_at	-0.531462337	5.496710574	-4.291040323	0.003399639	0.105191619	-1.554064783
BCL3	11725445_x_at	0.546647803	8.302398765	4.069847037	0.004501106	0.121022682	-1.840570068
C2orf49	11725449_a_at	0.417239361	7.983767769	3.425261576	0.010630676	0.186169286	-2.717619384
S100A7 /// S100A7A	11725459_s_at	0.526007289	8.933554467	4.318021133	0.003286874	0.103851217	-1.519649876
S100A7	11725460_x_at	0.529599296	9.29453965	4.565966691	0.002423014	0.089231454	-1.208870484
LRRC28	11725465_a_at	0.458052836	7.748288453	3.815789004	0.006269701	0.143070008	-2.179039587
CCDC77	11725486_a_at	-0.698638089	5.72812152	-4.271845726	0.00348244	0.106559312	-1.578619041
AHNAK	11725501_at	0.648687092	7.580267716	5.181743524	0.00118089	0.063187178	-0.479877982
GDF11	11725505_a_at	0.461563553	6.851608859	4.189876887	0.003861736	0.111332334	-1.684137082
ABCG1	11725515_a_at	0.868950786	9.095441973	5.530075407	0.000804856	0.0522787	-0.09404975
ABCG1	11725516_s_at	1.12659822	8.413257999	9.053650883	3.51E-05	0.019966431	2.908423488
ABCG1	11725517_x_at	0.995635222	8.624661163	7.471872437	0.000123752	0.024500439	1.740989389
FRAT2	11725518_at	0.473307412	8.311654872	4.112995147	0.004258853	0.117514479	-1.784074841
ICA1	11725520_s_at	0.534625593	7.296479031	4.445033369	0.002808355	0.096260053	-1.35921223
ZNF248	11725528_a_at	0.617463379	4.82506585	4.134617233	0.004142841	0.115781996	-1.755874261
WDR67	11725535_a_at	-0.632070853	6.721984098	-4.96648565	0.001508948	0.069920183	-0.727809911
CACNA1H	11725539_at	0.464267713	5.856360461	4.002725567	0.004908359	0.126143376	-1.929031609
DTNA	11725610_s_at	-0.660506786	6.072723539	-4.622657392	0.00226272	0.086749268	-1.139207433
NSL1	11725640_a_at	-0.486452246	8.42103037	-3.389649934	0.011167197	0.190146592	-2.767741743
HS2ST1	11725667_at	-0.675739918	5.414090255	-4.392447685	0.002996512	0.099327781	-1.425321873
SMC3	11725680_at	-0.460625765	9.181729257	-3.357827433	0.011671238	0.194131521	-2.812662022
PRIM2	11725687_s_at	-0.772941128	6.950206865	-4.284105523	0.003429303	0.105424441	-1.562929173
WDHD1	11725708_at	-0.926233814	4.344570052	-5.388037154	0.000939206	0.056552325	-0.249111549
WDHD1	11725709_a_at	-1.099492439	7.3383821	-5.827978753	0.00058718	0.045100301	0.221262567
PPIA	11725710_a_at	-0.950569565	5.870442555	-7.576273688	0.000113144	0.024069966	1.826131625
PPIA	11725711_x_at	-0.75614054	5.946976959	-4.23009418	0.003670276	0.109565935	-1.632231917
PPIA	11725712_s_at	-0.995672656	9.227483926	-7.973704711	8.12E-05	0.022315496	2.139173899
RPS14	11725714_a_at	-0.474516404	10.219055	-4.092804063	0.004370395	0.119377877	-1.810475374
ATAD2	11725722_at	-1.807114755	7.730142914	-11.20653821	8.31E-06	0.019966431	4.148777201
C1orf56	11725726_a_at	0.626357261	8.654167243	5.184280549	0.001177528	0.063176955	-0.476999567
C1orf56	11725727_x_at	0.75891114	8.514018312	6.623472319	0.000266563	0.032398833	1.00081887
NFYA	11725734_a_at	0.822045707	6.77488857	7.401527146	0.00013153	0.024853419	1.682916881
GAL	11725750_at	-0.576047265	7.930025136	-4.482908736	0.002680876	0.094374088	-1.311872348
C13orf34	11725785_at	-0.828008687	5.799605936	-4.0627409	0.004542426	0.121397058	-1.8499023
CENPN	11725788_a_at	-0.559228631	9.976939265	-4.913437329	0.001604514	0.072128656	-0.790043411
JPH1	11725822_a_at	-0.537570864	8.584403529	-3.518093432	0.009358008	0.174453715	-2.587714874
C1orf112	11725837_a_at	-1.283113387	6.615062617	-7.537562545	0.000116953	0.024069966	1.794706117
ZSCAN16	11725841_at	0.684770722	7.613677317	4.836596104	0.001755017	0.075997004	-0.880989431
PIF1	11725842_a_at	-1.0605793	7.251065713	-7.213473167	0.000155161	0.026051174	1.524834386
MYBL1	11725861_a_at	-0.977870626	7.894985391	-5.701861722	0.000670119	0.048094282	0.089393269
S1PR3	11725905_a_at	0.663008367	8.858395461	5.101814008	0.001292458	0.065255286	-0.571082661
HEXIM2	11725920_a_at	0.53765715	6.978154952	4.327666469	0.003247561	0.103302091	-1.507375239
HSPA5	11725932_a_at	0.594678186	10.56178873	4.831320689	0.001765908	0.076070498	-0.887267984
HSPA5	11725933_at	0.636999712	9.397029966	5.069016241	0.001341576	0.066602516	-0.608799335
HSPA5	11725934_x_at	0.604352979	9.799474886	4.545803985	0.002483004	0.090121907	-1.233772204
WNT7B	11725941_at	0.444319746	5.787453196	3.93805913	0.005338942	0.132390238	-2.014915787
CALM3	11725959_x_at	0.476792616	7.714711733	3.932361689	0.005378804	0.13293243	-2.022513318
NCBP1	11725977_at	-0.9409173	7.078900769	-3.796387284	0.006432951	0.14518668	-2.205287958
JUB	11726012_a_at	-0.449059226	4.743140382	-3.488864767	0.009740071	0.178413866	-2.628496232
FMO5	11726049_a_at	1.146863068	6.857439354	7.388175304	0.000133067	0.024853419	1.671829827
B3GALT4	11726055_at	0.718736892	6.272061532	5.799273943	0.000605	0.046139439	0.191455047
BUD13	11726066_a_at	-0.471302128	6.967231078	-3.795868645	0.006437378	0.14518668	-2.20599038
MAP4K4	11726071_a_at	-0.586903747	6.135831531	-3.796060862	0.006435737	0.14518668	-2.205730046
C11orf51	11726077_a_at	-0.390688674	7.775651893	-3.420590889	0.01069944	0.186665068	-2.724184291
RBMXL1	11726095_at	-0.442460428	6.924242611	-3.364551173	0.011562743	0.193250455	-2.803160708
PPIP5K2	11726149_a_at	-0.422003589	7.952725463	-3.387386738	0.011202262	0.190243257	-2.770932396
POLA1	11726156_at	-0.939065308	7.864761541	-7.832285126	9.12E-05	0.02309181	2.029754023
CACNA1D	11726175_a_at	0.442146949	5.833432884	3.768164277	0.006678712	0.147421021	-2.243569441
C12orf48	11726185_a_at	-0.705004913	7.287948526	-3.647295041	0.007852401	0.159328398	-2.408818136
C12orf48	11726186_x_at	-0.73937432	8.369644997	-4.680932063	0.002110025	0.083884068	-1.068139416
HCFC1R1	11726189_x_at	0.520289434	8.709259105	3.953543011	0.005232223	0.13105712	-1.994293084
OAS2	11726201_a_at	0.895459621	5.56976974	7.821979165	9.20E-05	0.02311008	2.021696038
PRDM1	11726218_a_at	-0.575417856	4.190490922	-4.002253133	0.004911364	0.126148402	-1.929656721
HNRNPL	11726224_s_at	-0.592721811	7.985253859	-4.585020402	0.002367786	0.08838128	-1.185398807
HIST1H4C	11726245_s_at	-1.264027176	11.82918172	-6.315457281	0.000358799	0.036390847	0.709370132
HIST1H4C	11726246_x_at	-1.365395252	11.78068909	-8.322126132	6.13E-05	0.02029759	2.399832299
PARP1	11726248_x_at	-0.679001507	7.253114912	-3.419495349	0.010715638	0.186750184	-2.725724527
CD74	11726254_s_at	0.460427989	5.033265323	3.825460947	0.006190002	0.142367179	-2.165975325
ITFG1	11726269_a_at	0.423149746	9.902236991	3.389603279	0.011167919	0.190146592	-2.767807511
ATP1B1	11726271_a_at	0.995777462	8.148953236	7.920846737	8.48E-05	0.022801718	2.098526498
ATP1B1	11726272_a_at	0.618608772	9.903553587	5.263654295	0.001077517	0.060873261	-0.387455308
LGALS8	11726298_s_at	0.512348321	7.577879933	4.47379852	0.002710948	0.094583591	-1.323237929
LGALS8	11726299_x_at	0.429319185	7.88580661	3.730192407	0.007025549	0.150793384	-2.295257553
DTL	11726302_a_at	-1.133811681	6.245137547	-5.782283958	0.000615831	0.046464298	0.173755232
WWP1	11726319_at	0.486822864	10.05502713	4.033920767	0.004714297	0.123653494	-1.887831411
ERO1L	11726321_a_at	0.617365961	9.630387206	4.751731652	0.001939594	0.080349459	-0.982534856
NUDT14	11726340_a_at	-0.452919188	7.409438022	-3.892262065	0.005668687	0.135870063	-2.076125667
ENPP1	11726355_at	0.574799861	7.574177128	4.636795109	0.002224588	0.086222379	-1.121915564
OASL	11726364_x_at	0.672327952	7.695927822	5.000624521	0.001450783	0.068653105	-0.687997835
HAUS8	11726373_a_at	-1.034946097	7.692175733	-6.935768602	0.000199288	0.029110626	1.283617561
WHSC1	11726378_a_at	-0.553387037	6.452441458	-3.985394593	0.005019921	0.127413783	-1.951986021
ANKRD6	11726415_a_at	0.482544846	6.292838574	3.933270927	0.005372421	0.13293243	-2.021300519
GABBR2	11726427_at	-0.661486561	4.751609113	-5.5117485	0.000820927	0.052768523	-0.113883655
C11orf52	11726430_at	0.504984764	7.802210582	4.167410503	0.003973425	0.112766453	-1.713244326
DAGLA	11726435_at	-0.485587866	5.247513741	-4.301519148	0.003355348	0.104699182	-1.540684852
ERCC6L	11726441_a_at	-1.389423312	6.686405212	-9.229123037	3.09E-05	0.019966431	3.02314415
FAM117B	11726459_at	0.590341904	8.48009663	4.138219626	0.00412385	0.115382373	-1.751182998
C1orf106	11726469_s_at	-0.548693223	5.588074242	-4.626791686	0.002251495	0.086669168	-1.134147426
MX2	11726479_a_at	0.498009559	4.439127363	4.332428764	0.003228341	0.103154785	-1.501320253
CES4A	11726481_a_at	0.589115251	6.218194222	5.338182495	0.000992126	0.057907174	-0.304273522
CES4A	11726482_x_at	0.490209334	6.124365923	3.429220374	0.010572764	0.185830597	-2.71205721
ABCG1	11726492_a_at	1.033373959	6.609118604	7.765231909	9.64E-05	0.02322127	1.977119963
FUT9	11726505_at	-0.686733598	5.7930799	-4.511226461	0.00258972	0.092280916	-1.276629734
TCHP	11726512_a_at	-0.405879844	7.482991772	-3.629567265	0.008042536	0.161094836	-2.433229172
ZFHX3	11726522_a_at	0.473156358	5.240998694	3.898754346	0.005620624	0.135372541	-2.067429092
ELOVL4	11726590_at	0.417036645	5.51249654	3.352186507	0.011763101	0.195111532	-2.820637371
DUT	11726595_a_at	-0.641382209	9.063394406	-4.618404209	0.002274331	0.086945093	-1.14441583
DUT	11726596_x_at	-0.590952513	9.522425205	-5.262742349	0.001078611	0.060873261	-0.388478503
DUT	11726597_a_at	-1.659762544	7.201449839	-11.46549057	7.11E-06	0.019966431	4.276151036
CDK1	11726617_s_at	-1.17202909	9.90213595	-7.552869767	0.00011543	0.024069966	1.807152717
CCNG2	11726624_a_at	0.685246772	7.960247923	5.690448748	0.000678246	0.048094282	0.077343287
CCNG2	11726625_at	0.752009153	8.748373112	5.229461488	0.001119396	0.061756359	-0.425908316
IFIT5	11726655_at	0.600242195	7.909341389	4.609676385	0.002298366	0.087441655	-1.155112979
TLE3	11726665_a_at	0.502236643	7.132084191	4.15965577	0.004012793	0.11337147	-1.723309835
MFSD8	11726667_a_at	0.740801078	7.75223295	4.138214039	0.00412388	0.115382373	-1.751190271
MFSD8	11726668_at	0.566821888	7.815973762	4.301111634	0.003357058	0.104699182	-1.541204861
DCLRE1B	11726671_a_at	-0.701512132	8.783852857	-5.382412796	0.000945017	0.056695268	-0.255315415
ACCS	11726672_a_at	0.492474678	6.720764437	4.413400931	0.00291993	0.097715984	-1.398926485
PSMB9	11726677_a_at	0.609316914	6.917129221	5.080004678	0.001324893	0.066104407	-0.59614389
AFAP1L2	11726678_a_at	1.209379276	6.666430434	8.699178982	4.58E-05	0.020282953	2.668264629
AFAP1L2	11726679_a_at	0.636126885	6.144508587	5.407306682	0.000919598	0.055984634	-0.227893591
STAT1	11726689_a_at	0.929670525	9.027612166	7.522180013	0.000118507	0.024237585	1.782171486
STAT1	11726690_a_at	1.082465762	9.517996014	8.60078217	4.93E-05	0.020282953	2.599535359
PFAS	11726711_x_at	-0.558222432	8.23825793	-4.254886693	0.003557437	0.107363025	-1.600362485
WDFY2	11726722_at	-0.550544144	4.249510068	-3.687212162	0.007441824	0.155218329	-2.354013985
MAP6D1	11726751_at	-0.525905614	5.486728747	-4.101202003	0.00432362	0.118671685	-1.799487011
CDC25A	11726756_a_at	-1.500882189	5.429223444	-7.30880758	0.000142634	0.025173897	1.605495331
CDC25A	11726757_s_at	-1.167184734	7.527696644	-7.394167671	0.000132375	0.024853419	1.676808308
CDC25A	11726758_a_at	-0.755076217	5.313901047	-6.147686351	0.000423738	0.039348822	0.545180211
TIPRL	11726766_x_at	-0.45721948	7.485156114	-3.569621015	0.008723196	0.168194238	-2.516096314
XAF1	11726769_a_at	1.250211887	5.939171914	6.978134199	0.000191727	0.028756115	1.321029363
XAF1	11726770_x_at	1.093735173	6.299426179	7.007496703	0.000186675	0.02854134	1.3468277
XAF1	11726771_a_at	0.840771483	6.914437793	7.331982186	0.000139763	0.025067462	1.624940633
RORC	11726774_a_at	0.686617373	5.412182816	5.861147261	0.000567313	0.044366079	0.255554686
