Symbol	logFC	logCPM	PValue	FDR
USP46	-0.949096154	6.377828873	2.98E-21	4.96E-19
NFKB1	0.589412886	6.1939862	1.73E-08	3.72E-07
AREG	0.569106646	9.274658509	4.33E-08	8.48E-07
INPP4B	-0.713273075	6.048240669	6.09E-12	2.62E-10
TBC1D19	-0.50711296	5.344066972	4.38E-06	4.99E-05
MFSD10	0.691734674	5.811942874	3.04E-08	6.16E-07
LRP2BP	-0.82213546	2.38789819	8.08E-05	0.000616132
CTSC	-0.497975397	4.825206651	4.44E-05	0.000369652
EHD1	0.480081779	5.657228666	2.09E-05	0.000193206
RNF141	-0.602839096	8.369767656	4.25E-11	1.57E-09
CEP126	-0.747508661	3.154339875	8.26E-06	8.71E-05
ACCS	-0.760481022	3.281961223	3.19E-06	3.79E-05
PITPNM1	0.445836706	5.875234654	0.000115714	0.000834546
PPFIBP1	-0.384889585	7.375004088	4.66E-05	0.000384443
MLEC	-0.37892179	8.636581312	3.79E-05	0.00032254
MVK	0.661972018	4.719295965	4.83E-07	7.23E-06
LIN7A	-0.877548565	2.77500695	2.94E-06	3.54E-05
TNS2	-0.581330293	3.631430908	9.74E-05	0.000720099
GLI1	-1.251850148	1.340478486	1.13E-05	0.000113733
ELK3	0.901153623	7.62744829	3.32E-19	4.43E-17
ARPC3	0.484310777	5.748806954	1.43E-05	0.000139857
SCNN1A	0.396768165	7.790778214	6.47E-05	0.000507153
DDX55	-0.594618632	5.29847574	1.00E-07	1.80E-06
TIMELESS	-0.519997862	5.76480841	3.99E-06	4.61E-05
GAPDH	0.439062724	11.1854509	2.56E-06	3.14E-05
NT5DC3	-0.783599122	5.580949354	1.43E-12	7.31E-11
C2CD5	-0.443267828	6.058649504	1.76E-05	0.000166938
FRK	0.516502119	5.175454115	2.65E-05	0.000236387
SMIM8	-0.954619111	3.00839659	1.26E-08	2.80E-07
MAN1A1	-0.545225924	8.037622477	3.49E-09	8.85E-08
SASH1	-0.519195008	4.689105443	1.88E-05	0.00017639
PPARD	0.736439898	6.153728458	9.73E-12	4.07E-10
MCM3	-0.681809671	7.02995339	4.06E-12	1.83E-10
MDN1	-0.901139522	7.461987434	7.05E-10	2.08E-08
GPR63	-0.84820934	3.670704926	1.51E-08	3.29E-07
FBXL4	-0.75369286	5.486861552	3.21E-11	1.20E-09
ASCC3	-0.408299394	6.794358835	4.56E-05	0.000378367
GPLD1	-1.134993111	1.657620304	4.67E-06	5.28E-05
ALDH5A1	-0.672767777	4.782656029	6.50E-08	1.23E-06
ZBTB24	-0.468570928	5.020470054	5.07E-05	0.0004116
SLC16A10	-1.29581596	3.308811947	5.92E-16	4.90E-14
ADGRG6	-0.613199379	7.447644925	6.23E-11	2.22E-09
MDFI	0.717952589	4.04634246	7.47E-07	1.06E-05
FAM46A	0.492651975	6.334607091	5.74E-06	6.32E-05
HMGCS1	0.709728201	8.864598441	6.97E-13	3.77E-11
DAP	0.878759443	7.061248514	7.28E-18	7.86E-16
MRPS30	-0.494580464	6.627596393	5.16E-07	7.68E-06
HBEGF	0.752061272	3.824254073	5.75E-07	8.43E-06
MSH3	-0.851361149	2.501661778	4.66E-06	5.28E-05
LMNB1	-0.37977359	7.009100854	0.000121946	0.000871933
RAD50	-0.401861108	7.189246105	3.84E-05	0.000326974
NUP155	-0.505716614	6.884653146	2.52E-07	4.11E-06
BNIP1	0.709699937	3.652388316	2.91E-05	0.000255597
STC2	0.504243074	7.425387602	2.96E-07	4.69E-06
RBP1	0.572586221	5.50695508	9.37E-07	1.29E-05
SLC25A36	-0.404328825	7.143630076	4.92E-05	0.000402008
TFDP2	-0.702379411	6.542519913	5.90E-12	2.56E-10
HES1	-1.188393881	2.845045803	7.87E-11	2.74E-09
GNAI2	0.458165393	7.542339716	2.15E-06	2.68E-05
KIAA1257	-0.88860383	2.575878983	4.39E-06	4.99E-05
ACVR2B	-0.519690348	6.564598367	1.68E-07	2.84E-06
AADAC	0.854872435	3.231824938	1.18E-06	1.57E-05
EIF1B	0.509933713	4.894173935	4.32E-05	0.000362257
KLHL24	-0.536164179	6.240893311	9.78E-08	1.77E-06
NKTR	-0.413585851	7.754150158	1.54E-05	0.000149319
NCL	-0.420616882	10.22036708	8.27E-06	8.72E-05
SLC35F5	-0.513813911	4.740078098	2.62E-05	0.000234149
ACVR1	0.68602647	5.431977569	1.64E-08	3.54E-07
NRBP1	0.605955216	6.589837012	3.55E-09	8.96E-08
GRB14	-0.837823109	2.667244522	1.54E-05	0.000148883
FANCL	-0.485858473	4.675215355	0.000104858	0.000766016
PECR	-0.752408927	2.675112016	0.000103459	0.000757754
EHBP1	-0.547339288	7.05856133	7.08E-08	1.33E-06
HSPE1	-0.434798589	5.33780189	0.000109509	0.00079425
PASK	-0.523833985	4.37390949	5.28E-05	0.000426781
ID2	-2.483896492	4.333458578	4.43E-74	3.13E-70
HPCAL1	0.592572718	6.691242166	1.92E-08	4.08E-07
DCAF17	-0.516164984	5.210451609	6.64E-06	7.18E-05
SRSF7	-0.401472501	7.068621107	9.55E-05	0.000708389
THADA	-0.675527443	5.510335957	4.03E-10	1.24E-08
TIA1	-0.535198498	6.790850677	9.27E-07	1.28E-05
EPAS1	0.481197427	6.224864686	7.44E-06	7.94E-05
ARID3A	0.545763019	4.838346383	1.23E-05	0.000122636
MSH6	-0.711673558	6.025706963	8.22E-12	3.47E-10
ALMS1	-0.522326724	5.867106362	2.07E-05	0.0001914
ERRFI1	0.484084584	10.31521454	2.45E-07	4.00E-06
KCNC4	-0.763702254	4.794554938	9.68E-10	2.73E-08
S100PBP	-0.427332806	5.53148045	8.13E-05	0.000618861
RNF19B	0.624372077	4.946325194	8.51E-07	1.18E-05
ARHGEF2	0.495695305	6.90732617	1.17E-06	1.56E-05
MEF2D	0.470946481	6.764031821	2.75E-05	0.000244422
FBXO6	0.952156851	3.645907462	1.37E-08	3.01E-07
C1orf21	-0.598796017	3.356055977	0.000127054	0.000898911
IVNS1ABP	-0.530194032	6.647186778	1.03E-07	1.86E-06
MIIP	0.592450558	4.271880887	3.66E-05	0.000312853
PLA2G4A	-0.92789476	3.460576978	2.40E-09	6.32E-08
GADD45A	0.466244427	6.482664506	4.33E-05	0.00036281
RGS2	-0.793750345	4.098792168	1.42E-08	3.11E-07
UCHL5	-0.595102199	6.567437128	5.28E-09	1.28E-07
PLEKHM2	0.550518053	5.757205142	9.89E-07	1.35E-05
MAP7D1	0.622976377	5.86756827	2.92E-08	5.97E-07
RRAGC	0.579508381	3.923122372	9.79E-05	0.000722469
MTR	-0.502712586	6.310085513	2.80E-06	3.39E-05
PADI2	-0.96971344	2.561105232	3.65E-07	5.63E-06
SSX2IP	-0.480601387	6.623484571	1.67E-06	2.14E-05
ZNHIT6	-0.421541635	5.843419723	7.60E-05	0.000585776
ECE1	0.717753979	7.549440164	2.15E-12	1.05E-10
GALE	0.462827451	5.957053559	2.80E-05	0.000248032
CR2	-0.754183688	2.81908417	5.51E-05	0.000442539
CDC20	0.473179509	6.839986151	2.61E-06	3.19E-05
ARTN	1.025187605	3.968257986	2.15E-11	8.31E-10
IPO13	0.642767318	4.657049888	2.29E-06	2.84E-05
ATP6V0B	0.802465784	5.530794938	0.000116755	0.000839912
BLZF1	0.489895732	5.683911985	1.87E-05	0.000175749
PTBP2	-0.576887885	4.639545874	1.64E-06	2.10E-05
IRF6	0.440891795	6.717122425	1.25E-05	0.000123799
CD3EAP	-0.772905844	4.62358546	9.20E-10	2.61E-08
CTSD	0.565167804	5.928804557	9.11E-07	1.26E-05
UBE3D	-0.789393042	3.175071302	8.83E-07	1.22E-05
TNFAIP3	1.152060974	3.744107854	3.33E-14	2.11E-12
MYB	-1.241888225	1.635098436	8.60E-07	1.19E-05
MED28	-0.453517684	6.206470199	1.32E-05	0.000129951
SLC16A7	-1.18097848	4.697537456	1.06E-22	2.12E-20
VAMP8	0.853269277	4.872641118	1.72E-10	5.64E-09
ARMC2	-1.115438703	1.339699411	8.00E-05	0.000611955
PKD2	-0.993840869	4.870311026	1.14E-16	1.03E-14
HS1BP3	0.554173461	4.188735967	5.15E-05	0.000417341
WDR35	-1.03342272	4.950670534	1.16E-18	1.46E-16
ELL2	0.63063028	6.109820317	4.07E-09	1.01E-07
HEATR1	-0.526893919	7.227570066	2.96E-08	6.03E-07
BSPRY	0.834820433	4.936736015	2.39E-11	9.12E-10
GALNT12	0.678957922	5.958155518	3.86E-09	9.64E-08
ONECUT2	-0.605132857	4.887394432	1.03E-06	1.39E-05
DCAF4	-0.612052911	3.825919357	1.83E-05	0.000172419
LTBP2	1.049119171	2.805079679	1.17E-08	2.60E-07
MLH3	-0.772250095	4.527288222	4.34E-10	1.33E-08
TMEM214	0.443235004	6.455982719	4.07E-05	0.000344127
YPEL5	0.700291307	5.676732203	2.33E-06	2.88E-05
EPCAM	0.461316468	8.609963338	3.85E-06	4.47E-05
MXI1	-0.436619783	6.348748127	9.09E-05	0.000680348
HELLS	-1.144976788	6.40236386	1.13E-28	4.01E-26
KCNIP2	-0.680199936	3.077874332	4.18E-05	0.000352641
GOT1	0.4868132	7.465607839	8.41E-07	1.17E-05
DUSP1	1.217397357	4.588291846	1.65E-16	1.47E-14
RCL1	-0.545957701	4.524071513	3.10E-05	0.000269587
CD274	1.129486172	2.081621357	1.26E-06	1.66E-05
CYSTM1	0.83624746	5.671393	5.56E-13	3.03E-11
TNFSF18	-2.475957093	1.852988258	2.74E-21	4.61E-19
ACAT2	0.699185011	5.738723144	5.64E-10	1.71E-08
PDZD11	0.600383106	4.238954578	2.34E-05	0.000212743
NUDCD1	-0.494280134	5.8364723	9.28E-06	9.62E-05
KIAA1217	0.807403231	5.385867649	5.89E-12	2.56E-10
SMAD9	-1.3278115	1.898308675	1.16E-08	2.59E-07
EGR1	-0.509141803	7.759607398	4.66E-08	9.05E-07
UTP20	-0.917547113	5.345558484	7.00E-15	4.89E-13
CLU	0.525053978	6.933215414	2.91E-07	4.62E-06
TNFRSF10B	0.397995322	8.342186109	2.77E-05	0.000245453
AKAP1	-0.39878971	6.477592485	8.04E-05	0.000613666
TRIM25	0.50929385	8.691143733	6.69E-08	1.26E-06
SLC35B1	0.478515448	5.600650086	2.59E-05	0.000232231
LRAT	-0.716142807	3.340379623	4.90E-06	5.51E-05
MAPK8IP1	0.669603476	3.320451494	8.43E-05	0.000639836
ZMYM2	-0.531026499	6.46674922	1.53E-06	1.98E-05
GJA3	-0.500848257	4.568872698	7.27E-05	0.000562794
ZRANB3	-0.758768764	4.34891158	1.66E-08	3.58E-07
ANXA11	0.517946243	7.939411798	1.01E-06	1.37E-05
RPAP2	-0.458406338	5.620661721	3.75E-05	0.000319399
ZMIZ2	0.485506947	6.749897392	2.64E-06	3.22E-05
KIAA1549	-0.743690017	3.695020846	2.97E-07	4.70E-06
PLAU	1.900038474	8.449385071	3.32E-70	9.39E-67
P4HA1	0.438361474	6.566433448	2.44E-05	0.000221225
IFT81	-0.547338117	3.960785273	0.00012599	0.000894969
ADGRE5	0.530936302	6.934099621	1.15E-07	2.05E-06
GIPC1	0.743989261	6.436949215	1.50E-12	7.56E-11
OPTN	1.065283607	6.364308718	3.67E-23	7.41E-21
METTL8	-0.943729799	5.261729417	6.09E-16	5.01E-14
CHPF	0.498474729	7.627681641	2.76E-05	0.000245298
SLC12A4	0.473294652	5.644962955	2.36E-05	0.00021396
SNX21	0.679431264	3.255610656	9.76E-05	0.000720505
SDC4	1.048685291	8.584387631	9.23E-27	2.78E-24
NCOA3	0.391413595	7.259176752	0.000126354	0.000896272
PIGT	0.458398078	5.904499996	3.72E-05	0.000317177
PAIP2B	-0.546020492	4.619870742	1.05E-05	0.000107063
SNRNP27	0.546844797	4.901488545	1.14E-05	0.00011492
ATP8A1	-1.318073568	2.329362371	1.08E-10	3.70E-09
LYPD3	1.153124076	2.015281939	1.61E-06	2.07E-05
KLHL31	-1.121044907	2.560086828	6.81E-09	1.61E-07
CDKN1A	0.611019642	7.5372187	1.57E-09	4.28E-08
SOX4	-0.969074711	8.174752774	5.29E-25	1.29E-22
LRRFIP1	0.391514258	7.74423056	6.41E-05	0.000504445
MYRF	0.425020478	6.480520467	7.73E-05	0.000593183
MT2A	-0.509982686	6.578235684	1.51E-06	1.96E-05
ABCC4	-0.523221566	6.165140969	4.79E-07	7.20E-06
IRF1	0.834652998	4.846759859	9.37E-11	3.23E-09
ATP5S	-0.657534676	3.693338995	7.43E-06	7.93E-05
BMP4	-1.233186287	5.672181638	1.78E-28	5.84E-26
MIF4GD	0.564221038	4.480761622	2.22E-05	0.000203061
POLR1B	-0.54613689	6.299904843	8.04E-08	1.49E-06
SLC25A23	0.466927867	7.052234897	4.92E-06	5.53E-05
TNFSF9	0.621869241	4.520766266	2.34E-06	2.90E-05
FOSB	-1.102007033	3.546233299	7.73E-14	4.63E-12
EML2	0.549599732	6.706820549	8.57E-08	1.58E-06
VASP	0.654279134	7.034560711	7.05E-11	2.49E-09
RBCK1	0.748588531	7.37520723	4.19E-14	2.59E-12
RRBP1	0.524099313	8.540374472	2.16E-07	3.58E-06
MCM8	-0.477299022	4.789841437	7.68E-05	0.000590881
ID1	-0.970808192	6.421045919	1.79E-14	1.18E-12
DYNLRB1	0.63813038	5.802840849	8.40E-09	1.94E-07
AMOT	-0.96816478	3.464381154	1.24E-10	4.19E-09
PSMB2	0.383427492	7.428685547	8.45E-05	0.000640539
TMEM53	0.820108489	2.991064725	2.17E-05	0.000200154
HECTD3	0.473704379	5.040409198	7.56E-05	0.000583195
CAPNS1	0.563926879	7.971581916	5.15E-09	1.25E-07
PRDX5	0.445456059	7.347012603	1.12E-05	0.000113086
RRAS	1.074907473	5.305719571	1.59E-18	1.98E-16
SCAF1	0.520001651	6.490340766	1.38E-06	1.80E-05
ASL	0.669529804	4.612909599	4.85E-07	7.25E-06
SBDS	0.59737648	5.854932436	2.28E-07	3.76E-06
PCNXL4	-0.502819283	6.470938163	5.66E-07	8.33E-06
L3HYPDH	-0.737473902	3.043870007	6.13E-06	6.69E-05
TRMT5	-0.525085856	5.150275657	9.76E-06	0.00010059
AIF1L	-0.738520812	5.208198518	4.88E-11	1.79E-09
SLC10A3	0.62866092	3.813874552	4.59E-05	0.000380465
MAP2K2	0.502112411	6.651961904	2.05E-06	2.57E-05
ABHD8	1.122738835	1.85515084	2.89E-05	0.000254784
HELB	-0.552586327	5.407619738	1.92E-06	2.42E-05
TAS2R4	-1.28329623	1.779705549	2.19E-08	4.59E-07
TAS2R5	-1.34748139	0.937067474	2.89E-05	0.000254784
KLF2	1.195528687	5.0473876	2.38E-20	3.58E-18
SYNGR3	1.085404885	3.229165849	8.22E-10	2.36E-08
WDR24	0.660332037	3.450111058	9.16E-05	0.000685095
TICAM1	1.069122739	5.550815424	6.20E-18	6.85E-16
POR	0.516186895	6.300531828	1.08E-06	1.46E-05
GNAI1	-0.364635669	7.713469981	0.000101162	0.000742854
SRD5A3	0.603416881	3.915953125	6.71E-05	0.000522421
PAICS	-0.581581857	8.371086541	6.76E-10	2.01E-08
PPAT	-0.813210055	6.135121535	3.28E-15	2.40E-13
YWHAH	0.522353357	7.144258517	1.44E-07	2.49E-06
RAC2	1.04078566	5.944421536	3.97E-21	6.46E-19
CPA4	1.462626184	7.044486051	2.63E-42	2.07E-39
DOCK4	-0.886003238	2.323006723	9.10E-06	9.49E-05
CDHR3	-1.060205945	2.292525893	6.95E-08	1.31E-06
VGF	0.998241659	6.14705419	4.47E-17	4.48E-15
FOXP2	-1.075828677	2.865528159	1.91E-09	5.07E-08
FLNC	0.669664353	7.265674503	3.40E-09	8.64E-08
TMOD2	-0.460498645	5.161628916	4.34E-05	0.000362816
ICE2	-0.439823275	6.297705897	1.40E-05	0.000136826
CHAC1	0.626601482	5.040108241	4.11E-07	6.28E-06
CALML4	-0.769157765	3.207548496	3.40E-06	4.01E-05
CD68	3.141323315	-0.142180745	1.22E-06	1.61E-05
PUS7L	-0.605956423	6.170504115	6.02E-09	1.44E-07
CDKN2D	0.734267924	2.95930379	8.46E-05	0.000640539
DTD2	-0.715389082	4.276069169	1.16E-07	2.06E-06
RNASE1	0.994977315	2.482211335	1.57E-06	2.02E-05
DAD1	0.450677858	6.264887099	2.64E-05	0.000235435
SHC2	1.106456868	2.328416058	5.37E-07	7.95E-06
SAT1	-0.425028138	9.231501765	3.15E-05	0.000273975
LDLR	0.542357633	8.472545174	9.60E-09	2.18E-07
PRKCSH	0.425909219	8.261756409	1.99E-05	0.000185587
PVRL2	0.517165968	6.228295744	2.79E-06	3.38E-05
RPL36	0.437839372	8.44954026	2.89E-05	0.000254784
DDA1	0.563897807	6.061495828	2.71E-07	4.35E-06
PGLS	0.619604452	4.444370741	4.72E-06	5.33E-05
SNX9	0.386072315	7.406983959	8.48E-05	0.000641107
STK33	-0.799070423	3.568442156	2.69E-07	4.33E-06
ARPC1B	0.747625029	6.707262935	5.73E-12	2.50E-10
MAP1S	0.590278881	5.205630612	1.81E-06	2.31E-05
PGPEP1	0.460058947	5.778454583	2.88E-05	0.000253957
JUND	0.998129505	7.783803977	5.34E-22	9.81E-20
TRPM4	0.569622205	5.125766456	1.28E-05	0.000126944
CRB3	0.719946602	3.843707423	3.76E-06	4.39E-05
CAMSAP1	0.458775569	7.007622889	5.55E-06	6.13E-05
HELZ2	0.821742471	6.176003078	1.73E-11	6.80E-10
PAK4	0.506189579	6.106059916	1.10E-05	0.000110991
ADRM1	0.688004895	6.244437813	1.61E-10	5.34E-09
EXOSC2	-0.623663844	5.425080793	1.76E-08	3.75E-07
UBE2M	0.422660086	5.904758799	0.000105681	0.000771228
YIPF2	0.504534401	5.886985261	7.98E-06	8.44E-05
ATG4D	0.556011512	4.386218484	3.74E-05	0.00031861
SESN2	1.231607897	6.413173313	7.34E-30	2.81E-27
THEMIS2	0.696427491	3.554137008	1.04E-05	0.00010601
TXLNGY	-0.67778511	3.617019042	4.30E-06	4.91E-05
ULBP2	0.989420161	2.476694765	3.44E-06	4.05E-05
AKAP12	0.461625611	12.8966261	3.90E-06	4.53E-05
EPS8L1	0.918327921	3.652780907	1.69E-08	3.64E-07
ACSS2	0.725098481	6.933519379	9.74E-13	5.12E-11
ATP6V1E1	0.457268558	6.22842184	1.75E-05	0.000165777
GINS2	-0.819153246	3.781654881	6.35E-08	1.21E-06
CHMP1A	0.477054524	6.590154203	3.95E-06	4.57E-05
CAP1	0.581408592	8.045023126	3.72E-09	9.36E-08
MRPS25	-0.656335272	5.25543276	7.52E-09	1.76E-07
NR1H2	0.499882131	4.860577235	5.84E-05	0.000463098
ANKHD1	-0.69874922	2.901526097	6.27E-05	0.000493959
DIAPH1	0.479848884	8.255808425	7.46E-07	1.06E-05
TNS4	-0.836980478	4.105280688	1.75E-10	5.72E-09
DNAJB1	0.6038214	7.61431516	5.66E-10	1.71E-08
ZSWIM4	0.836940128	4.60567961	9.80E-09	2.22E-07
RFX1	0.798019027	4.415638964	3.43E-08	6.87E-07
TRIM21	0.657043804	3.298457007	0.000109917	0.0007968
ENOSF1	-0.657389539	5.914688319	2.48E-10	7.92E-09
LINC00470	-1.570199257	1.597141285	1.23E-11	5.01E-10
PTCD3	-0.493808843	6.822742054	6.02E-07	8.76E-06
SCLY	-1.023710912	2.358076623	8.29E-07	1.16E-05
MYBBP1A	-0.412579005	6.425937582	4.25E-05	0.000357621
WBP2	0.609163889	7.602608864	1.14E-09	3.18E-08
REEP2	-1.090763542	1.670795127	1.86E-05	0.000175043
PRMT7	-0.56282145	3.66868739	0.000120202	0.000861642
RAB25	0.415668536	6.03984647	0.000127233	0.000899729
ZBED3	-0.56866742	4.56253546	6.56E-06	7.10E-05
XPO4	-0.478610693	6.578938241	1.30E-06	1.72E-05
TPT1	0.407013953	11.052714	0.000101578	0.000745519
RFC3	-0.693595138	4.68925502	5.87E-08	1.12E-06
FAM83F	-0.483563091	5.58722841	1.77E-05	0.000167865
BTG1	0.814225093	6.826722461	8.92E-15	6.12E-13
LRRCC1	-0.955819363	4.139528117	2.00E-09	5.32E-08
MICAL2	0.714416389	6.534451744	1.12E-11	4.60E-10
TTC9	1.511272428	3.425255446	5.88E-18	6.55E-16
LOXL2	0.775057683	4.874819961	1.38E-09	3.82E-08
IRAK2	1.545502232	3.352919808	1.81E-19	2.50E-17
BHLHE40	0.921750967	7.056762064	4.71E-20	6.94E-18
EMC7	0.505749752	5.054858142	3.65E-05	0.000312853
SORT1	0.46817403	6.106666749	9.28E-06	9.62E-05
GRHL1	0.602268536	4.154749	2.61E-05	0.000233981
ROCK2	-0.582590798	7.425387707	2.22E-09	5.89E-08
LPIN1	0.535195594	5.984395012	5.28E-07	7.84E-06
IL15RA	1.054630943	3.291603061	9.56E-10	2.70E-08
TMEM241	-0.57355259	4.539089098	1.41E-05	0.000138267
EMP1	0.940751649	7.470523516	1.07E-19	1.51E-17
HOOK1	-0.470367791	6.378269524	2.95E-06	3.55E-05
ZCCHC11	-0.42474534	6.706065537	2.02E-05	0.000188059
DSC2	0.430013353	7.197838131	1.21E-05	0.000121344
TMEM258	0.547844732	5.377351691	2.85E-05	0.000252029
TPP2	-0.424173744	6.089302454	8.43E-05	0.000639953
ETS1	1.412238685	5.555980022	1.73E-32	7.63E-30
WDR36	-0.52582965	6.952352606	1.38E-07	2.39E-06
OSTF1	0.599847679	4.322620248	1.38E-05	0.000135791
CTSL	0.897790111	6.335175114	3.76E-15	2.73E-13
ADAM19	-0.670613288	6.600344513	1.97E-11	7.71E-10
OASL	1.132226537	2.045986185	1.13E-05	0.000113895
CCDC146	-0.600076544	3.742898244	2.48E-05	0.00022425
PNPLA8	0.510307682	5.824272448	9.51E-06	9.84E-05
NT5E	0.975517847	8.205441617	3.16E-22	5.96E-20
CD63	0.624213569	7.514306482	2.77E-10	8.78E-09
AGAP2	0.560562971	4.830840202	6.94E-06	7.47E-05
B4GALNT1	0.794517173	5.497329834	3.11E-12	1.46E-10
KCNH3	-0.510562929	4.621705222	5.43E-05	0.000436923
MICAL1	0.582611315	4.861153992	2.25E-06	2.80E-05
STX11	1.890343078	0.322274995	1.46E-05	0.000141662
CPM	0.669993986	3.217200515	6.82E-05	0.000530138
KIAA0513	0.997174295	4.631443572	4.25E-14	2.62E-12
KCNK1	0.683826601	5.826950325	4.11E-09	1.02E-07
URB2	-0.527304217	4.739465873	1.41E-05	0.000137924
FAM129A	0.540095719	6.136117769	1.15E-06	1.53E-05
LAMC1	0.473600262	7.740207979	9.92E-07	1.35E-05
USP37	-0.487751753	5.453906772	1.17E-05	0.000117792
DNAJB2	0.639045645	5.209831103	7.52E-08	1.41E-06
TMBIM1	0.901581579	7.063487158	1.70E-18	2.09E-16
TMEM127	0.538248211	6.089369043	7.51E-07	1.06E-05
ANKRD36	-0.708527183	3.538162658	4.14E-06	4.77E-05
ALDH1L2	-0.948270781	1.936526926	2.32E-05	0.000210723
RCBTB2	-1.29589988	1.161541519	0.000114507	0.000827528
TNS3	-0.542930946	4.507649589	1.38E-05	0.000135791
IGF2BP3	-0.680440777	6.820517001	1.73E-12	8.56E-11
RAPGEF5	-0.939646555	4.867662445	1.44E-15	1.11E-13
TTC5	-0.527881558	4.758994054	1.01E-05	0.000103808
CALCOCO2	0.421895465	7.739385824	3.21E-05	0.000277761
SRSF1	-0.363425987	8.580954293	8.53E-05	0.00064427
TACO1	0.519809708	4.562433382	7.72E-05	0.000592927
BRIP1	-0.843040733	4.74666827	4.05E-12	1.83E-10
GALNT5	1.60232997	7.895492089	5.39E-55	8.47E-52
TANK	-0.983581698	6.128865575	1.10E-21	1.95E-19
SKIL	-0.442258673	5.421170414	5.72E-05	0.000455359
DNAJC1	0.48440429	4.999695224	9.75E-05	0.000720412
LRRC8A	0.797675919	5.494309407	3.61E-12	1.66E-10
TOR1B	0.550943623	4.521402661	3.03E-05	0.0002648
KLF4	0.39910964	6.52748857	0.000104538	0.000764071
FAM129B	0.477414875	7.569456536	1.12E-06	1.49E-05
TMOD1	0.686537278	3.692282177	5.09E-06	5.69E-05
GARNL3	-1.010242174	3.143101426	5.19E-10	1.58E-08
DPM2	0.545495133	4.868648781	1.15E-05	0.00011564
PSMB7	0.56419627	6.92744061	5.90E-08	1.12E-06
DSCC1	-0.623757068	4.118177755	9.05E-06	9.47E-05
MYC	-0.720655382	8.145788135	3.27E-15	2.40E-13
DNAJB5	0.911360553	2.617821962	3.81E-06	4.44E-05
PIM1	0.54251703	4.751855655	1.72E-05	0.000163827
TMEM63B	0.46708354	6.141460778	9.25E-06	9.61E-05
TUBB2A	0.834539489	4.046892859	9.94E-09	2.24E-07
HMGA1	1.015358406	10.78592277	6.77E-26	1.84E-23
TPMT	0.471701594	4.957519409	0.000105842	0.000772006
FGFBP1	1.568212363	4.225225	5.15E-24	1.14E-21
CREBZF	-0.452518298	6.349834119	0.000114584	0.000827664
SDCBP	0.574960215	7.375192061	9.42E-09	2.14E-07
SORL1	-0.618291027	6.365533633	5.56E-09	1.34E-07
SQRDL	0.774498208	3.390001754	3.08E-06	3.69E-05
ITPKA	1.046065066	2.198833218	4.27E-06	4.88E-05
SMAD6	-1.889793149	1.895867931	7.29E-16	5.86E-14
PAK6	1.037157558	3.16128435	5.78E-09	1.39E-07
ZNF280D	-0.476087715	5.678002489	1.36E-05	0.000133871
BCAR3	0.889693304	5.971934565	3.89E-16	3.26E-14
TTLL7	-0.554962472	5.450961551	4.66E-07	7.03E-06
ARHGAP29	-0.497453747	9.21948688	4.55E-08	8.86E-07
SLC44A5	-0.868545914	2.607398846	9.63E-06	9.96E-05
RTCA	0.466984998	5.637933396	4.29E-05	0.000360592
IFT172	-0.568280431	4.265875426	1.79E-05	0.000168961
ADCY3	-0.562033606	5.596866356	4.10E-07	6.26E-06
PNPT1	-0.81407446	5.297178875	3.00E-13	1.68E-11
THUMPD2	-0.58880157	4.176001271	1.23E-05	0.000122087
LRPPRC	-0.451866531	8.937751978	6.22E-07	9.01E-06
TRIM54	-1.10358212	1.356426787	5.05E-05	0.000410382
ACTR1A	0.529471134	6.927185265	1.11E-07	1.98E-06
LOXL4	-1.02648019	2.053256113	9.03E-06	9.46E-05
STAMBPL1	-0.577245238	3.784481178	0.000102479	0.000751351
DUSP5	0.725778125	8.544372065	2.36E-14	1.52E-12
PLCE1	-1.146859767	2.635895957	2.55E-10	8.14E-09
GPR87	1.364879986	2.436408407	1.64E-09	4.44E-08
ANXA7	0.475370456	6.976760205	2.36E-06	2.91E-05
DNA2	-0.534764598	4.075246495	0.000121605	0.000870812
BARD1	-0.621986159	4.279854945	4.15E-06	4.78E-05
SSFA2	-0.732996295	10.53596149	7.37E-17	7.10E-15
FAM117B	-0.618422366	5.010647121	6.83E-08	1.29E-06
ABI2	-0.541293774	7.156575341	2.05E-08	4.31E-07
MNS1	-1.099813247	1.761028644	4.38E-05	0.000365312
SEMA7A	1.695519264	5.173515985	3.09E-38	1.93E-35
FAM13A	-0.840278228	4.559908235	8.78E-12	3.69E-10
GPAT3	0.784004258	5.962810267	1.52E-12	7.62E-11
KIAA1109	-0.426508697	7.298024472	5.43E-05	0.000436755
FRAS1	-0.802422164	7.592525944	6.10E-15	4.29E-13
SHROOM3	-0.490315001	5.82614785	6.10E-06	6.66E-05
ANXA3	0.535860827	7.863049393	1.25E-06	1.66E-05
PPP3CA	-0.640099506	8.279853423	1.47E-11	5.88E-10
SLC39A8	-0.731615413	4.060398092	5.08E-08	9.80E-07
ETNK1	-0.386707303	7.508490488	3.88E-05	0.000329415
DUSP6	-0.996881929	7.439402375	1.60E-26	4.52E-24
TMEM132B	-1.061739844	2.008094659	1.57E-06	2.03E-05
SDSL	0.802392715	3.169251628	1.20E-05	0.000120356
GLTP	0.550112623	5.178943828	3.47E-06	4.08E-05
BRCA2	-0.631753505	4.566787107	5.73E-07	8.40E-06
