Symbol	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
STK3	11721154_a_at	-0.693663642	7.555195279	-6.0721626	0.000443643	0.012576236	0.259145467
KHNYN	11721165_a_at	0.580851176	7.073264953	6.145866497	0.000411745	0.012160315	0.338556105
PYCARD	11721169_a_at	0.88139201	9.631491939	9.054908106	3.34E-05	0.002992143	2.973443883
ARHGEF9	11721188_a_at	-0.667128215	4.913930758	-5.900615593	0.000529118	0.013900571	0.071499478
IFT122	11721199_a_at	0.896462275	9.665631156	9.46302332	2.48E-05	0.002604928	3.27771895
EXO1	11721209_a_at	-1.751541837	5.663465766	-11.40437297	6.95E-06	0.001343387	4.557664671
ATP5L	11721238_s_at	-0.563541575	9.266411862	-5.481922406	0.000826001	0.017796392	-0.403504879
ATP5L	11721239_x_at	-0.578341181	9.642479761	-5.800456101	0.000587422	0.01469684	-0.039909095
TMPRSS4	11721268_s_at	-0.937615399	7.043726656	-9.407353386	2.59E-05	0.002657646	3.237007413
PHLDA1	11721306_at	-0.704117073	8.677697657	-5.133788187	0.001217267	0.022077177	-0.817509646
SRSF10	11721310_s_at	-0.646721067	8.620060439	-6.490155315	0.000293002	0.009919382	0.700124898
ESYT2	11721314_at	-0.676389759	8.662879678	-5.489438622	0.00081926	0.017760591	-0.394759987
FBXL5	11721315_s_at	1.063101511	10.0489542	10.35198794	1.35E-05	0.001936867	3.895991187
LYRM4	11721319_s_at	-0.511319647	7.222722087	-5.309244238	0.000999139	0.019782698	-0.606650467
YPEL3	11721355_a_at	0.493357321	8.063634096	5.153777121	0.001189935	0.021797125	-0.793259092
NCOA3	11721401_a_at	0.728576039	8.208916751	5.235732176	0.001084765	0.020665993	-0.694446282
TBX3	11721428_a_at	0.607905557	7.116158692	6.479918447	0.000295924	0.00996948	0.689592808
RNASEH2C	11721443_a_at	0.485647075	10.004655	5.074410984	0.001302638	0.022710642	-0.889894258
ETF1	11721448_a_at	-0.513963094	10.21300433	-5.2307532	0.001090852	0.020694406	-0.700421269
OSBPL2	11721463_a_at	0.655066235	7.367227909	5.120310055	0.001236088	0.022148988	-0.833894599
FBP1	11721491_a_at	0.701550508	11.47370581	7.484342934	0.00011776	0.005939324	1.663242833
CTSA	11721499_x_at	0.687645047	10.18025934	6.711188285	0.000237157	0.008771025	0.924353795
NUS1	11721511_at	-1.29278057	5.070040266	-5.809965336	0.00058159	0.014624099	-0.029272623
C18orf55	11721512_a_at	-0.467302769	7.64924686	-4.997694736	0.001422897	0.023975084	-0.984190522
SUDS3	11721516_at	-0.785598682	7.420233089	-5.987655822	0.000483654	0.013289336	0.167203939
SUDS3	11721517_s_at	-0.788968576	8.1658654	-6.919044294	0.000195316	0.007885125	1.129792293
ZNF706	11721524_s_at	-0.625511905	7.089475868	-6.257603734	0.000368153	0.011431307	0.457580023
MELK	11721563_a_at	-1.62101847	7.380763195	-16.52283928	5.20E-07	0.000598511	6.976604194
POLD1	11721567_a_at	-0.603372924	7.527415893	-5.206017814	0.001121658	0.021075487	-0.730158695
CASK	11721586_a_at	-0.583749729	7.14742786	-6.225175836	0.000380248	0.011667947	0.423205633
ZFYVE26	11721605_a_at	0.568894047	6.310431883	5.960309335	0.000497451	0.013489192	0.137245891
C22orf36	11721618_a_at	0.735136552	7.489445111	7.881303944	8.40E-05	0.004939673	2.017058562
KATNAL1	11721622_a_at	-0.912904398	6.21817344	-7.215720036	0.000149187	0.006694481	1.414242289
MAFB	11721630_at	0.610591961	6.744706629	6.094449925	0.000433716	0.012458938	0.283234503
TMEM97	11721631_a_at	-0.658386328	7.523986632	-5.522063313	0.000790703	0.017388241	-0.356895728
TMEM97	11721632_a_at	-0.980266099	8.834434288	-8.739959395	4.24E-05	0.003355664	2.729092962
TMEM97	11721633_s_at	-0.912178467	9.524682225	-8.980307357	3.53E-05	0.003052646	2.91633509
TMEM97	11721634_x_at	-0.653156856	7.34928284	-5.481218721	0.000826635	0.017796392	-0.404324008
CTNND1	11721647_a_at	-1.088939885	6.424467158	-7.145289442	0.000158915	0.00694027	1.347627471
CDT1	11721666_at	-1.536471456	8.473946422	-16.05043028	6.38E-07	0.000629126	6.796901338
CDT1	11721667_a_at	-1.026442704	7.539155504	-10.92500044	9.34E-06	0.001612569	4.26505515
CDT1	11721668_at	-1.291417014	6.734840231	-13.71936778	1.92E-06	0.000816618	5.792913244
NXT1	11721672_at	-0.487020816	9.360907052	-5.219087968	0.001105261	0.020911665	-0.714434284
RBM17	11721677_a_at	-1.3006317	6.858198038	-11.27965166	7.50E-06	0.001410591	4.482888715
DUSP2	11721695_s_at	0.860670983	6.21954331	5.903678241	0.000527439	0.013871206	0.074884456
CRIP1	11721704_a_at	0.746051584	5.529031521	7.381858595	0.000128778	0.006158331	1.569180669
COL7A1	11721705_at	0.781239764	6.991682294	4.999763798	0.001419497	0.023937997	-0.981635836
DHTKD1	11721735_at	-0.576600695	8.775652654	-5.66156023	0.000680465	0.01612237	-0.196700357
INF2	11721748_a_at	0.565339703	5.914085999	5.894617869	0.000532422	0.013942965	0.064866813
BUB3	11721803_a_at	-0.583815593	8.203780828	-5.27413875	0.001039057	0.02017624	-0.648478671
KIAA0174	11721808_x_at	0.694895766	9.076438922	6.073096016	0.000443222	0.012571507	0.260155668
FAIM3	11721815_a_at	0.479762887	5.573820895	4.965727407	0.001476589	0.024516521	-1.023741904
MST1	11721819_x_at	0.639111919	4.532836625	5.041987836	0.001352036	0.023227707	-0.92964067
ZWILCH	11721827_a_at	-0.925984723	8.52616907	-7.021828106	0.000177733	0.007454988	1.229490172
ZWILCH	11721828_x_at	-1.115196826	8.531204711	-7.696024574	9.82E-05	0.005382244	1.85396427
NCAPH	11721854_a_at	-1.433691902	7.494464729	-14.42535952	1.35E-06	0.000752161	6.119300022
PIGK	11721856_a_at	-0.852483394	6.565119189	-8.490991904	5.14E-05	0.003751347	2.529749844
IFIT2	11721874_at	0.979220269	7.717125201	7.016394084	0.000178617	0.007479385	1.224250133
SLC7A11	11721875_at	0.542170693	4.699323665	5.140399128	0.001208151	0.021992287	-0.809482733
TUBGCP3	11721881_at	-1.234476427	6.150731711	-9.873163156	1.86E-05	0.002306669	3.570240524
TUBGCP3	11721882_s_at	-1.173637123	6.688985565	-6.568500536	0.000271679	0.009470839	0.780294956
TUBGCP3	11721884_s_at	-0.759842572	5.223984902	-5.992219746	0.000481393	0.013238897	0.172193886
ANAPC1	11721892_a_at	-0.576370624	8.798305569	-5.293132961	0.001017244	0.01998051	-0.625824751
CHEK2	11721893_a_at	-0.766707191	6.336828229	-7.257981122	0.000143671	0.006548825	1.453945556
KIF23	11721932_a_at	-1.694136059	8.459005767	-15.16484919	9.52E-07	0.000673307	6.439664076
ADORA2A /// SPECC1L	11721939_a_at	0.658192539	7.752335323	6.967148595	0.000186855	0.007684131	1.176606035
SLC4A8	11721962_a_at	0.850381975	6.870781857	6.811897398	0.000215748	0.008308181	1.024537378
SLC6A6	11721991_a_at	0.594294417	6.793507063	5.448737598	0.000856505	0.018085623	-0.442211177
UBE2L6	11721994_s_at	0.93736219	8.772108757	9.531799184	2.37E-05	0.002534734	3.327676957
PARP14	11721998_a_at	1.065294892	5.353070774	8.068375231	7.20E-05	0.004478216	2.178204997
HNRNPU	11722000_a_at	-1.059927655	6.381426623	-8.810805747	4.01E-05	0.003290004	2.784807611
CYCS	11722003_at	-0.622811715	5.698663667	-6.678052222	0.000244713	0.008978563	0.891121956
NASP	11722005_a_at	-0.969167488	9.821691205	-8.719324617	4.30E-05	0.003391724	2.712782269
CDK5R1	11722022_s_at	-0.719826946	4.442825805	-5.777608625	0.000601702	0.014919678	-0.065516007
EIF2B3	11722040_a_at	-0.569117801	8.689411658	-5.064079032	0.001318159	0.022874184	-0.902542904
SNRNP40	11722057_a_at	-0.5034083	8.060483899	-5.256331329	0.001059979	0.020408063	-0.669764983
REEP3	11722064_at	-0.89215266	4.986341819	-6.192431577	0.000392914	0.0118762	0.388356615
SKA1	11722069_a_at	-1.881741442	6.36204094	-18.12744055	2.70E-07	0.000594651	7.536378369
DONSON	11722076_a_at	-1.589585441	7.67282739	-16.0393898	6.41E-07	0.000629126	6.792614159
PCNX	11722107_at	-0.831248735	6.344172641	-6.494334671	0.000291818	0.009892845	0.704420996
KNTC1	11722120_a_at	-1.451377909	7.540931169	-12.37923146	3.94E-06	0.000994292	5.111437827
USP37	11722144_at	-0.696505837	6.971757564	-5.555023281	0.000762971	0.017011931	-0.318796434
YTHDC2	11722148_a_at	-0.638841115	8.11264546	-5.25790145	0.001058115	0.020407877	-0.667886257
TAF4	11722161_s_at	-0.549328621	9.037963231	-5.13342239	0.001217773	0.022078275	-0.81795398
PLK2	11722162_a_at	0.546199784	10.1637978	5.473041529	0.000834044	0.017870572	-0.413847937
CSE1L	11722168_a_at	-0.679891487	11.40691458	-6.187407591	0.000394899	0.011891042	0.382997269
CSE1L	11722169_x_at	-0.653670457	11.47832344	-6.667660145	0.000247138	0.009013978	0.880672238
ATP6V1C1	11722182_a_at	-0.820322448	7.610785308	-8.263785436	6.15E-05	0.004091449	2.342864193
NASP	11722211_a_at	-1.392483325	6.565034165	-9.863547738	1.88E-05	0.0023098	3.563528638
PCP4	11722232_a_at	-1.328894974	6.224997948	-13.28450356	2.41E-06	0.000864165	5.581097403
FBXO2	11722236_at	0.774361417	6.827180023	7.293123623	0.000139259	0.00643568	1.486809077
RASSF1	11722248_a_at	-0.554766081	6.236130188	-5.651764887	0.000687621	0.016268556	-0.20785945
NEK2	11722251_a_at	-2.099652261	6.298875741	-16.37237674	5.55E-07	0.000623978	6.920152266
NEK2	11722252_x_at	-1.692647024	7.20311015	-14.63576194	1.22E-06	0.000720263	6.212609546
NEK2	11722253_a_at	-0.925276691	5.785428783	-9.548389553	2.34E-05	0.002520452	3.339672496
ADCY1	11722266_at	0.541054948	8.340029558	5.59945462	0.000727282	0.016634384	-0.267681226
NFRKB	11722268_a_at	-0.512011883	6.153926287	-5.100021484	0.001265029	0.022348996	-0.858609432
ZBED4	11722276_at	-0.745722824	5.322664217	-5.556983143	0.000761356	0.017011931	-0.316535844
CA11	11722283_at	0.562134216	6.773133171	5.474533147	0.000832687	0.017849222	-0.412109944
SLC30A7	11722286_a_at	-0.696045415	5.27745325	-6.933746842	0.000192685	0.00783645	1.144129223
TMC4	11722310_a_at	0.780615613	9.389465894	8.237486266	6.28E-05	0.004144302	2.320917958
COQ2	11722311_a_at	-0.889339634	8.179814847	-7.478257636	0.000118384	0.005939324	1.657689427
TBC1D9B	11722337_s_at	0.651179251	6.818345653	5.633764983	0.00070099	0.016387776	-0.228400544
REPS2	11722348_a_at	-0.849054145	6.147834631	-5.850900066	0.00055721	0.014260133	0.016372368
HIRIP3	11722366_a_at	-0.581788979	7.840916974	-5.666958676	0.000676557	0.016058282	-0.190556075
DLGAP5	11722367_a_at	-1.508087471	8.357665462	-13.45233735	2.21E-06	0.00085138	5.663859675
MDM1	11722383_a_at	-1.415072434	5.980652857	-7.074069341	0.000169481	0.007250191	1.2796923
P4HTM	11722394_a_at	0.491998386	8.558131363	4.96223618	0.001482587	0.024560824	-1.028070633
RWDD4	11722396_x_at	-0.757201557	7.016718852	-5.171243635	0.001166608	0.021561332	-0.77211697
RWDD4	11722398_s_at	-0.842846918	6.150557428	-5.232431706	0.001088795	0.020694406	-0.698406582
HBS1L	11722415_a_at	-0.510383508	7.435415341	-4.983630591	0.001446249	0.02418675	-1.001572531
NUF2	11722442_a_at	-1.652424056	7.215102865	-16.55062524	5.14E-07	0.000598511	6.986950553
QKI	11722454_s_at	-0.625752627	8.44508851	-6.666252525	0.000247469	0.009013978	0.879255795
TNKS2	11722461_a_at	0.496159982	4.497993785	5.051981689	0.001336593	0.023066476	-0.917372916
SP110	11722512_a_at	0.639425802	8.652383812	6.111413946	0.000426325	0.012354197	0.301525641
ANKHD1 /// ANKHD1-EIF4EBP3	11722525_a_at	-0.514535991	8.567643777	-5.27443355	0.001038714	0.02017624	-0.648126668
CCNYL1	11722535_a_at	-0.524292075	7.572580992	-5.08101197	0.001292828	0.022629901	-0.881821446
LCLAT1	11722540_a_at	-0.539988997	8.678374508	-5.165511061	0.001174207	0.021645214	-0.779050936
HIVEP1	11722547_a_at	-0.587885672	5.149094869	-5.248158757	0.001069736	0.02051399	-0.679549686
ITSN1	11722552_x_at	-0.578623979	6.95069104	-5.811056805	0.000580924	0.014623667	-0.028052567
NUP88	11722554_at	-0.575291742	8.572564548	-5.46323336	0.000843029	0.017939227	-0.425284095
HADH	11722555_s_at	-0.647666148	8.822531829	-6.204408333	0.000388228	0.011817545	0.401119495
CCNA2	11722571_at	-1.729745358	8.498374748	-13.96878494	1.70E-06	0.000793313	5.910624837
CCNA2	11722572_at	-1.351693203	7.461652465	-11.89305979	5.20E-06	0.001148933	4.841880486
CAST	11722585_a_at	-1.60728302	5.686265945	-14.9353529	1.06E-06	0.000679001	6.342483475
CXCR7	11722597_a_at	-0.872028358	9.355463234	-8.422441309	5.42E-05	0.003854467	2.473872053
CXCR7	11722598_s_at	-0.97066566	10.57535332	-9.939210079	1.78E-05	0.002253228	3.616158472
ACAT2	11722601_a_at	-0.904838764	9.811610217	-8.863842547	3.86E-05	0.003253081	2.826229178
ANKRD28	11722637_a_at	-1.605701643	5.839675069	-9.316039656	2.76E-05	0.002727724	3.169693725
SSBP3	11722639_a_at	-0.887905829	6.786545251	-8.98791376	3.51E-05	0.003045999	2.922179583
DGAT2	11722641_s_at	0.835364857	7.395588758	8.481126089	5.18E-05	0.003767784	2.521734614
DGAT2	11722642_a_at	0.725527722	7.289655191	6.875258425	0.000203392	0.008034217	1.086944236
LOC729991	11722744_a_at	-0.74004447	4.334878633	-5.951998617	0.00050173	0.013533051	0.128121478
AKAP8	11722750_s_at	-0.620713425	7.549923892	-5.128792114	0.001224206	0.022130051	-0.823580089
RAB5A	11722789_a_at	0.696265326	8.361305861	6.864469715	0.000205439	0.008089246	1.076351751
SS18	11722799_a_at	0.712157211	8.689967156	6.352279409	0.000335227	0.010744664	0.557159113
SP1	11722809_at	0.637798022	5.484132247	5.483820704	0.000824293	0.017791023	-0.401295503
COCH	11722821_a_at	-0.600171359	6.448671578	-5.429896838	0.000874379	0.018338111	-0.46425715
SKP1	11722823_a_at	-0.831368845	7.301006783	-7.369840513	0.000130144	0.006193745	1.558075207
NCAPG	11722825_at	-0.884359604	3.786120103	-7.267412071	0.000142472	0.00651724	1.462778425
NCAPG	11722826_a_at	-1.681928787	7.84681148	-16.13137571	6.16E-07	0.000629126	6.828209888
LYAR	11722839_at	-0.647367268	8.080150357	-6.663548046	0.000248105	0.009013978	0.876533682
LYAR	11722840_s_at	-0.645253248	8.962130407	-5.451547906	0.000853874	0.018053551	-0.43892715
TRIM2	11722862_x_at	-0.517953819	4.752389101	-5.430710866	0.000873598	0.018338111	-0.463303583
NETO2	11722864_at	-0.687221923	7.926047725	-5.320793276	0.00098638	0.019630434	-0.59292903
RAD1	11722868_a_at	-1.6503484	4.570174164	-7.337317538	0.000133924	0.006296021	1.527942342
RFC4	11722872_a_at	-1.243742735	8.870675602	-9.573708914	2.30E-05	0.002498504	3.357938101
PHF19	11722880_a_at	-1.024245514	9.218987197	-10.46541202	1.25E-05	0.001863057	3.970789145
EMB /// EMBP1	11722886_s_at	0.731147098	6.448917119	5.53164635	0.000782527	0.017306144	-0.345802498
EMB	11722887_x_at	0.720255587	7.885677479	6.660254187	0.000248883	0.009017899	0.873217137
CCDC76	11722902_a_at	-0.480006339	6.384701437	-5.008606411	0.001405067	0.023816371	-0.970724981
TBC1D9	11722905_a_at	0.765752059	9.098157005	6.584205107	0.000267617	0.009420832	0.79627331
MIA3	11722907_at	-0.716668597	4.96576442	-6.910277157	0.000196904	0.007913068	1.12123106
USP13	11722913_s_at	-0.645319063	7.583489007	-5.48450048	0.000823682	0.017791023	-0.400504456
DOLPP1	11722920_s_at	-0.545409174	8.542609729	-5.533217476	0.000781195	0.017284417	-0.343985026
FAM122B	11722922_s_at	-0.850108959	8.835876284	-7.664140897	0.000100893	0.005472868	1.825540317
CHML	11722934_s_at	-0.6870193	8.151859006	-7.323265943	0.000135595	0.006335748	1.514887328
CHML	11722935_x_at	-0.794997914	5.493139704	-7.830081936	8.77E-05	0.005024624	1.972321712
C3orf59	11722937_s_at	-0.631946844	8.531999508	-6.441734823	0.000307113	0.010184761	0.650191512
PALB2	11722944_at	-0.691293122	7.908415199	-5.28077304	0.001031379	0.020118859	-0.640560137
CDRT4	11722949_at	0.568502059	6.421229943	6.089911155	0.000435717	0.012465787	0.278334179
BIK	11722953_a_at	0.491343631	5.516341802	5.234296595	0.001086516	0.02067519	-0.696168669
CSPG5	11722981_a_at	-0.801897638	6.073264258	-8.218698997	6.38E-05	0.004160731	2.305199787
RANBP1	11723001_s_at	-0.800319001	11.08799284	-8.589413723	4.76E-05	0.00357889	2.609222698
RANBP1	11723002_x_at	-1.085487581	11.14429423	-10.69779892	1.08E-05	0.001721985	4.121319434
S100A4	11723006_a_at	0.555373399	5.719242597	5.469411461	0.000837357	0.017902802	-0.418078926
KIF20A	11723010_a_at	-1.198395873	8.488546166	-9.933274518	1.79E-05	0.002253228	3.612045044
GTF2A2	11723034_at	-0.526491135	4.182071502	-5.152254038	0.001191993	0.021810616	-0.79510482
SRSF3	11723038_at	-0.673641205	5.186878499	-5.034549519	0.001363658	0.02333827	-0.938781059
SRSF3	11723039_x_at	-0.904780599	8.870224246	-6.42415948	0.000312422	0.010281468	0.631993748
RILPL2	11723060_at	0.636250574	6.512249345	5.631632448	0.000702593	0.016387776	-0.230837167
RILPL2	11723061_s_at	0.540174639	7.576310539	5.449599139	0.000855697	0.018077432	-0.44120429
FNIP2	11723091_s_at	-0.761941801	5.143237118	-8.183599261	6.56E-05	0.00423395	2.275743153
FNIP2	11723092_at	-0.829615181	4.897561761	-7.742682279	9.44E-05	0.005237564	1.895368255
RFFL	11723116_a_at	-0.712476473	6.344380439	-5.317953026	0.000989501	0.019676719	-0.596301739
PCNT	11723117_a_at	-0.511933265	8.559303305	-5.043928765	0.001349021	0.023192016	-0.927256961
POP1	11723138_at	-0.558958378	7.458426885	-5.319286176	0.000988035	0.01965546	-0.594718518
POP1	11723139_at	-0.735166176	7.324293184	-5.959700958	0.000497763	0.013489192	0.136578265
CAMTA1	11723154_s_at	-0.790529383	6.409294377	-5.362814309	0.000941461	0.019119354	-0.543167283
FGD6	11723186_at	-0.626714222	4.911064924	-5.18109412	0.001153675	0.021459872	-0.760213389
UHRF1	11723192_a_at	-1.993727766	8.334605604	-15.09864619	9.82E-07	0.000675936	6.411831985
HLA-E	11723195_x_at	0.752745638	10.41707684	6.925743256	0.000194112	0.007862187	1.136327821
HNRNPA3	11723197_at	-1.279175602	6.708191679	-12.97344861	2.84E-06	0.000914085	5.424235436
HNRNPA3 /// HNRNPA3P1	11723199_s_at	-0.999966669	9.99770747	-8.972099792	3.56E-05	0.003060919	2.910023163
HNRNPA3	11723200_s_at	-1.099575036	7.577213689	-10.67851653	1.09E-05	0.001727848	4.108965934
HNRNPA3	11723201_s_at	-0.884230047	6.279059606	-5.705659189	0.000649258	0.015678094	-0.146628349
PGD	11723205_a_at	0.538716437	9.625045607	5.105649266	0.001256927	0.022290075	-0.851747761
RNF138	11723230_a_at	-1.067453298	5.583257765	-7.1252853	0.000161806	0.007006721	1.328604522
RNF138	11723232_x_at	-0.564879837	8.873235955	-5.205738814	0.00112201	0.021075487	-0.730494627
IFI44L	11723235_a_at	0.857757035	8.185576431	8.831264472	3.95E-05	0.003274859	2.800814822
LRRC40	11723248_at	-0.617658952	8.774175921	-6.015880046	0.00046986	0.013050479	0.198017826
HAT1	11723254_a_at	-0.710060812	10.11803174	-6.716100443	0.000236059	0.008758439	0.929268773
HAT1	11723255_x_at	-0.635561156	10.12104766	-5.665447702	0.000677648	0.016071012	-0.192275389
PKMYT1	11723256_a_at	-0.953128574	7.817231597	-8.37358366	5.63E-05	0.003956401	2.433780448
PXMP2	11723312_a_at	-0.954866014	9.311970291	-8.315520813	5.90E-05	0.004018986	2.38584451
PXMP2	11723313_s_at	-0.564347496	8.946959378	-5.971641398	0.000491681	0.013415525	0.149672411
PXMP2	11723314_x_at	-0.761637809	9.377340972	-6.565210805	0.000272539	0.009492819	0.776943997
DDX11 /// DDX12 /// LOC642846	11723322_s_at	-0.86215228	8.263580554	-8.295832767	5.99E-05	0.004052787	2.369518146
ABCA3	11723350_a_at	0.578094	6.50203754	5.155699256	0.001187343	0.021768474	-0.790930266
CEP110	11723378_a_at	-0.662432091	5.894522867	-5.871159231	0.000545566	0.014122808	0.038877582
CORO2A	11723390_a_at	0.645635366	7.35370365	6.185881023	0.000395504	0.011891042	0.381368144
CORO2A	11723391_a_at	0.761681305	5.896090255	5.882621614	0.000539099	0.014050922	0.051585862
PA2G4	11723412_s_at	-1.793183527	6.983464182	-12.50024211	3.68E-06	0.000972239	5.176585024
TTK	11723435_s_at	-1.80915384	7.933463907	-19.26888646	1.75E-07	0.000579569	7.892117555
TSGA14	11723437_at	-0.655615448	6.842399638	-6.042221484	0.000457381	0.012847936	0.22667964
RIOK2	11723452_s_at	-0.91752816	6.079988224	-7.827217053	8.79E-05	0.005024624	1.969811663
LPGAT1	11723468_at	-0.588242931	6.030399168	-5.818599432	0.00057635	0.014584076	-0.019625831
SAAL1	11723480_at	-0.851294815	7.565230156	-7.822295372	8.83E-05	0.005039557	1.965497605
LAMB1	11723487_a_at	-1.474596416	4.78681565	-8.371589195	5.64E-05	0.003956401	2.432139094
C21orf57	11723497_x_at	0.774354978	7.798701887	8.262238781	6.16E-05	0.004091449	2.341575361
CAB39L	11723515_a_at	0.676066651	6.477725652	6.452797223	0.000303824	0.010133257	0.661625629
CAB39L	11723517_a_at	1.010957699	8.121399782	9.163313284	3.09E-05	0.00287683	3.05559769
ESRP1	11723543_a_at	-0.522991354	10.25538146	-5.16036226	0.00118108	0.021694866	-0.785282914
C11orf75	11723560_at	-0.531765086	5.503642654	-5.363063592	0.000941201	0.019119354	-0.542872844
C11orf75	11723561_x_at	-0.993046272	5.489352308	-5.995928316	0.000479565	0.013208717	0.176246568
CENPA	11723565_a_at	-1.557848972	8.776993717	-12.88410957	2.98E-06	0.000919595	5.378327893
LOC221710	11723578_a_at	-0.702219632	5.682035508	-5.743616269	0.000623669	0.015288996	-0.103747654
GRB14	11723586_a_at	0.82337356	7.303529097	6.984636305	0.000183882	0.00762191	1.193557422
PHLPP2	11723599_a_at	-0.531824025	8.307652536	-5.562257633	0.00075703	0.016992827	-0.31045473
MYO19	11723602_a_at	-1.123773738	6.830627691	-7.457127838	0.000120579	0.005980008	1.63837545
INPP5J	11723604_a_at	0.951865792	7.715461384	9.77733475	1.99E-05	0.002355858	3.503040675
AGFG1	11723607_a_at	-0.937647953	4.058723275	-7.658029938	0.00010142	0.005474132	1.820080317
AGFG1	11723608_a_at	-0.695956953	6.895231886	-6.363105127	0.000331676	0.01066687	0.568472011
SEMA3C	11723666_a_at	0.589010109	6.682041163	6.219256173	0.000382504	0.011709329	0.416915844
THOC4	11723682_at	-0.781761735	10.49840261	-7.99177371	7.67E-05	0.004640248	2.112640704
CREBL2	11723689_at	-0.655115712	7.292743415	-5.422735529	0.000881281	0.018402544	-0.472650144
ABHD5	11723703_s_at	-0.833776433	6.451401972	-5.715187446	0.000642726	0.015601639	-0.135845252
CRY1	11723709_a_at	-0.640369553	8.230278595	-5.306648827	0.001002031	0.01980124	-0.609736752
E2F1	11723713_at	-0.737042362	6.626908627	-7.363017698	0.000130927	0.00621308	1.551763444
SLAIN2	11723722_s_at	-0.562820956	7.377203585	-5.40777846	0.000895892	0.018568752	-0.490203534
LOC162632 /// LOC220594 /// USP32	11723726_s_at	-0.500371422	11.90766882	-5.133807264	0.00121724	0.022077177	-0.817486473
OTUD6B	11723734_s_at	-0.64874626	8.386676448	-6.168071524	0.000402642	0.012012529	0.36233956
FAM64A	11723747_a_at	-1.186608337	7.715897851	-10.92274073	9.35E-06	0.001612569	4.263641936
ZFR	11723759_at	-1.062596631	6.067537864	-5.568274654	0.000752127	0.016921154	-0.303522351
MASTL	11723771_a_at	-1.86626001	8.201274016	-11.85206668	5.33E-06	0.001156453	4.818562443
PYROXD1	11723801_s_at	-0.531170562	6.503988085	-5.559514642	0.000759276	0.017011931	-0.313616712
ARHGAP29	11723814_s_at	-0.64736713	7.356051441	-6.459183762	0.000301942	0.010111394	0.668219726
PM20D2	11723818_x_at	-0.582767092	4.655109511	-5.643488199	0.000693733	0.016316173	-0.217298963
RMI1	11723840_s_at	-1.120470394	8.264671336	-10.71714684	1.07E-05	0.001721985	4.133690329
RMI1	11723841_a_at	-0.813273735	5.388534119	-7.454565412	0.000120848	0.005987364	1.636029947
SAMD9	11723854_at	0.728693535	7.088822303	6.541642005	0.000278787	0.009605247	0.752897158
MTL5	11723892_at	0.974041139	6.416915576	8.487308794	5.15E-05	0.003755386	2.526758642
TEP1	11723895_a_at	0.742606898	6.832116252	7.931256369	8.06E-05	0.004807479	2.060430773
ESPL1	11723909_at	-1.678942908	7.801884532	-17.1293395	4.03E-07	0.000598511	7.197019826
CCT5	11723930_at	-1.123584842	6.7747791	-8.331207567	5.83E-05	0.004005827	2.398826572
SNX1	11723936_a_at	-0.741549642	5.642927589	-6.4213016	0.000313295	0.010303342	0.629030956
CCNB1	11723939_a_at	-0.542884759	10.36457912	-5.611057792	0.00071827	0.016531235	-0.254378586
PTTG1IP	11723941_a_at	0.935566587	8.339901568	7.584647914	0.000107991	0.005734983	1.754208195
PTTG1IP	11723942_s_at	0.755224234	8.514379958	5.470876146	0.000836019	0.017881911	-0.41637155
PTTG1IP	11723943_x_at	0.781646527	8.263259387	6.974124826	0.000185663	0.007657809	1.183372596
PBK	11723950_a_at	-1.247005532	8.081195904	-12.72887557	3.25E-06	0.000939286	5.297630666
LSM5	11723957_x_at	-1.316170687	6.876055267	-10.29942925	1.40E-05	0.001954735	3.861030314
SCFD2	11723960_at	-0.681082467	6.79588732	-5.787383025	0.000595546	0.014832172	-0.054552256
SPC25	11723998_at	-2.420446777	6.505451185	-19.30228127	1.73E-07	0.000579569	7.902043386
SIKE1	11724012_at	-0.579035762	7.651612058	-5.366623181	0.000937503	0.019119354	-0.538669436
HIST1H2BD	11724021_at	0.65068464	11.89770903	6.931297493	0.000193121	0.007837312	1.141742549
TCF19	11724026_a_at	-1.429897397	6.288884503	-10.83890386	9.86E-06	0.001637241	4.210980008
SGOL2	11724054_a_at	-1.298426047	4.618968628	-8.476341625	5.20E-05	0.003767784	2.517844374
SGOL2	11724055_x_at	-1.317804008	5.953187622	-8.28928915	6.03E-05	0.004062405	2.364083706
RAD51C	11724062_a_at	-0.747306493	10.87666026	-7.703643377	9.76E-05	0.005354094	1.860740645
SLC25A19	11724064_a_at	-0.54381928	8.270208645	-5.303088233	0.001006014	0.01985353	-0.613972361
HCFC1R1	11724066_s_at	0.614106687	8.694927288	6.134640867	0.000416433	0.012239531	0.326507758
PHF10	11724070_a_at	-0.51093833	8.308314101	-5.180480878	0.001154476	0.021459872	-0.76095403
PHF10	11724071_at	-0.587822842	8.195622486	-5.848866922	0.000558393	0.014283041	0.01411071
E2F2	11724079_s_at	-1.091344434	7.047508158	-8.674353613	4.46E-05	0.003449495	2.677104135
KLHDC9	11724084_a_at	0.826145401	6.565416393	5.163043622	0.001177495	0.021670694	-0.782036974
MID2	11724126_a_at	0.668288448	8.363399937	6.793577885	0.000219476	0.008394879	1.006404368
SACS	11724139_s_at	-1.081576209	5.92884356	-10.11916941	1.58E-05	0.002092453	3.739653466
GXYLT1	11724160_a_at	-0.875863981	7.059819976	-9.38943607	2.62E-05	0.002669087	3.223852009
