Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol
NA	-1.975502599	2.693649647	-3.025287708	0.019623138	0.999932036	-4.522475231	NA
NA	-1.327218729	4.284955725	-3.024962731	0.019632056	0.999932036	-4.522483973	NA
HDAC6	-1.426395091	3.414237519	-3.024029814	0.019657683	0.999932036	-4.522509077	HDAC6
OR5P3	1.98318604	3.15988455	3.020187904	0.019763594	0.999932036	-4.522612559	OR5P3
ROBO2	-1.97516362	2.356252889	-3.01927314	0.019788901	0.999932036	-4.522637223	ROBO2
PABPC1L	-1.543818342	3.090284765	-3.019102089	0.019793636	0.999932036	-4.522641836	PABPC1L
ATG2B	1.931627671	3.865050928	3.018840392	0.019800884	0.999932036	-4.522648894	ATG2B
ZNF235	-1.22518835	3.616426055	-3.016772469	0.019858257	0.999932036	-4.522704694	ZNF235
ANGPT2	-1.943974428	6.517959542	-3.015949941	0.019881127	0.999932036	-4.522726902	ANGPT2
TMLHE	1.280008195	3.24073517	3.015060276	0.019905895	0.999932036	-4.522750931	TMLHE
NEK7	-1.270190696	9.744821151	-3.011758178	0.019998111	0.999932036	-4.522840197	NEK7
NA	-1.439862821	2.836675417	-3.009893195	0.020050394	0.999932036	-4.522890667	NA
IFNA4	1.87694434	4.299869012	3.008636764	0.020085698	0.999932036	-4.522924691	IFNA4
GRM3	-1.56132286	3.159118328	-3.008030786	0.020102749	0.999932036	-4.522941107	GRM3
NA	1.930049458	4.085928382	3.007968589	0.0201045	0.999932036	-4.522942792	NA
SYT1	1.876532522	3.277350874	3.007827708	0.020108467	0.999932036	-4.522946609	SYT1
ERV9-1	1.434123062	4.323232157	3.007003189	0.020131699	0.999932036	-4.522968954	ERV9-1
IQGAP2	1.954680916	2.675981931	3.004642763	0.020198366	0.999932036	-4.523032965	IQGAP2
NA	2.077102592	2.195527048	3.004361714	0.02020632	0.999932036	-4.523040591	NA
NA	1.854819917	3.801539509	3.001949175	0.02027473	0.999932036	-4.523106087	NA
RGS10	1.357504331	3.480891372	3.001231481	0.020295128	0.999932036	-4.523125584	RGS10
BC043266	1.467682632	2.73232108	3.000590824	0.020313356	0.999932036	-4.523142993	BC043266 /// RP4-568F9.6
RP4-568F9.6	1.467682632	2.73232108	3.000590824	0.020313356	0.999932036	-4.523142993	
ASB13	-1.234123147	5.852862332	-2.998537975	0.020371878	0.999932036	-4.523198808	ASB13
LOC202181	-2.091368312	2.967334551	-2.997717975	0.020395305	0.999932036	-4.523221116	LOC202181
PRPF40B	-1.500747056	3.863950655	-2.996638	0.020426203	0.999932036	-4.523250509	PRPF40B
ZNF204P	-1.833715382	2.514476142	-2.996519088	0.020429608	0.999932036	-4.523253746	ZNF204P
ABHD3	-1.043826694	6.320268227	-2.996143485	0.020440367	0.999932036	-4.523263972	ABHD3
HMGB2	1.357877607	3.244195856	2.995500221	0.020458808	0.999932036	-4.523281489	HMGB2
SESN3	1.39042316	4.127510866	2.994233709	0.020495167	0.999932036	-4.523315991	SESN3
FAN1	-1.955561399	4.421503286	-2.992621063	0.020541563	0.999932036	-4.523359949	FAN1
BRWD1	-1.357977604	4.12415614	-2.992483151	0.020545536	0.999932036	-4.52336371	BRWD1
SNX25	1.454939178	3.591970646	2.99153874	0.020572763	0.999932036	-4.523389468	SNX25
LOC101927650	2.439285575	2.556808	2.991194095	0.020582709	0.999932036	-4.52339887	LOC101927650
NR2F1	-1.037410187	8.465383065	-2.986236938	0.020726331	0.999932036	-4.523534258	NR2F1
RECQL5	1.183945654	5.967727522	2.986132306	0.020729374	0.999932036	-4.523537119	RECQL5
HGC6.3	2.332806339	3.410678315	2.985753177	0.020740404	0.999932036	-4.523547485	HGC6.3
DGCR5	-1.502865588	4.43435597	-2.985617332	0.020744357	0.999932036	-4.5235512	DGCR5
NA	2.385853101	2.950267613	2.98527438	0.020754342	0.999932036	-4.523560579	NA
BC028670	-1.363945625	3.915793619	-2.984260419	0.020783893	0.999932036	-4.523588317	BC028670
IRX2	1.823868739	3.881522663	2.98377801	0.020797967	0.999932036	-4.523601518	IRX2
LINC01115	1.707009939	2.889819159	2.98316643	0.020815825	0.999932036	-4.523618258	LINC01115
NA	-1.079329759	1.847698175	-2.98255784	0.020833612	0.999932036	-4.52363492	NA
GDF15	1.168051388	11.12632813	2.980501823	0.020893822	0.999932036	-4.52369124	GDF15
LOC255177	1.025971877	1.555530365	2.979693314	0.020917549	0.999932036	-4.5237134	LOC255177
NA	1.323208784	1.744449337	2.979678908	0.020917972	0.999932036	-4.523713795	NA
IFT80	-1.541901705	3.427902071	-2.978811785	0.020943452	0.999932036	-4.523737571	IFT80
GRIN2A	-1.706182304	3.526799265	-2.978197959	0.020961509	0.999932036	-4.523754406	GRIN2A
PPP1R2	-1.318616728	4.187124867	-2.976348765	0.021016006	0.999932036	-4.52380515	PPP1R2
OTX2-AS1	2.231449508	3.080825628	2.975373455	0.02104481	0.999932036	-4.52383193	OTX2-AS1
LRP8	-1.165899562	6.83135533	-2.974258283	0.021077796	0.999932036	-4.523862562	LRP8
GNN	1.499996778	3.976327518	2.970475647	0.021190092	0.999932036	-4.523966573	GNN
FNDC9	3.032452685	4.054565996	2.970301332	0.021195282	0.999932036	-4.52397137	FNDC9
YPEL4	1.587229884	4.072340483	2.969839777	0.021209031	0.999932036	-4.523984073	YPEL4
NEBL	-1.640457061	3.273214806	-2.969517642	0.021218633	0.999932036	-4.52399294	NEBL
GP2	1.78772812	3.758503287	2.968246588	0.021256564	0.999932036	-4.524027941	GP2
LOC100505824	1.487043112	3.236377358	2.967138619	0.021289686	0.999932036	-4.524058465	LOC100505824
INPP4B	-1.521673321	3.285044808	-2.965959185	0.021325006	0.999932036	-4.524090974	INPP4B
UNC5B-AS1	1.255934022	2.975496885	2.963786151	0.021390242	0.999932036	-4.52415091	UNC5B-AS1
NA	-1.697824314	3.1989524	-2.963430821	0.02140093	0.999932036	-4.524160716	NA
FLJ37453	-1.847253728	2.430874117	-2.962839248	0.021418735	0.999932036	-4.524177044	FLJ37453
COX7B2	2.001539626	2.245654958	2.962513983	0.021428532	0.999932036	-4.524186024	COX7B2
FAM169B	1.793742838	4.074336383	2.961619305	0.021455504	0.999932036	-4.524210729	FAM169B
SMURF2	-1.088852742	7.174366931	-2.961582686	0.021456609	0.999932036	-4.524211741	SMURF2
LOC100996251	1.288991594	3.288295599	2.960560742	0.021487463	0.999932036	-4.524239972	LOC100996251
SLC44A4	1.579494673	4.248108298	2.960044781	0.021503058	0.999932036	-4.52425423	SLC44A4
LOC101928389	-1.714438655	3.000486012	-2.955699074	0.02163489	0.999932036	-4.524374439	LOC101928389
CYP2B6	-1.393507637	4.029455558	-2.953660593	0.021697025	0.999932036	-4.524430901	CYP2B6 /// CYP2B7P
CYP2B7P	-1.393507637	4.029455558	-2.953660593	0.021697025	0.999932036	-4.524430901	
PABPC1	2.083317814	2.111528682	2.953340302	0.021706805	0.999932036	-4.524439777	PABPC1
PPP1R3A	-2.234571617	1.358107817	-2.951158684	0.021773544	0.999932036	-4.524500264	PPP1R3A
ZNRF4	1.495787051	5.100120208	2.950857932	0.021782762	0.999932036	-4.524508606	ZNRF4
NA	2.532689863	3.528831126	2.949864446	0.02181324	0.999932036	-4.524536173	NA
IGLC1	-1.293538407	4.074397774	-2.94912654	0.021835907	0.999932036	-4.524556655	IGLC1 /// IGLV3-25 /// IGLV3-25
IGLV3-25	-1.293538407	4.074397774	-2.94912654	0.021835907	0.999932036	-4.524556655	
PLEKHA5	-2.006182537	2.027926414	-2.947412387	0.021888658	0.999932036	-4.524604259	PLEKHA5
DNAH10	-1.246818667	4.714340352	-2.947005159	0.02190121	0.999932036	-4.524615573	DNAH10
NA	1.352566792	3.627895804	2.94686849	0.021905424	0.999932036	-4.52461937	NA
ARL4C	1.48078447	6.808445689	2.94542923	0.021949856	0.999932036	-4.524659375	ARL4C
CEP95	-1.505731356	2.232496222	-2.945091082	0.021960309	0.999932036	-4.524668777	CEP95
NA	-2.550371674	2.692173028	-2.944540703	0.021977334	0.999932036	-4.524684083	NA
NA	-2.042601173	4.017945161	-2.943499059	0.022009594	0.999932036	-4.524713061	NA
BCKDHB	-1.16287721	5.063873739	-2.9425004	0.022040569	0.999932036	-4.524740855	BCKDHB
ZFP14	-1.936786111	3.045396363	-2.940719174	0.022095932	0.999932036	-4.524790457	ZFP14
SHOX	1.240652034	2.182025741	2.940158004	0.022113404	0.999932036	-4.524806091	SHOX
RALYL	1.015776058	2.234657036	2.937814753	0.022186522	0.999932036	-4.524871414	RALYL
LIN9	-1.893100583	2.089666343	-2.937388534	0.022199849	0.999932036	-4.524883303	LIN9
COL28A1	1.202837079	2.911013483	2.936854787	0.02221655	0.999932036	-4.524898193	COL28A1
NA	1.774209562	3.485990165	2.935877932	0.02224715	0.999932036	-4.524925454	NA
ANKRD44	-1.745144587	3.094445681	-2.935215689	0.022267921	0.999932036	-4.524943942	ANKRD44
PCDHB3	1.150645263	2.906105713	2.934530315	0.022289439	0.999932036	-4.52496308	PCDHB3
KIAA1522	1.260570152	8.486832455	2.93421876	0.022299228	0.999932036	-4.524971782	KIAA1522
ARHGAP15	1.361008718	1.798749106	2.933461812	0.022323029	0.999932036	-4.524992928	ARHGAP15 /// LOC101928361
LOC101928361	1.361008718	1.798749106	2.933461812	0.022323029	0.999932036	-4.524992928	
MLLT4	-2.137414063	1.877551411	-2.933153458	0.022332733	0.999932036	-4.525001544	MLLT4
NA	2.243359736	1.515486748	2.933039167	0.02233633	0.999932036	-4.525004738	NA
PPP1R37	-1.382749296	4.086669277	-2.932784755	0.022344341	0.999932036	-4.525011847	PPP1R37
NA	-1.273364643	3.900655066	-2.932012874	0.022368665	0.999932036	-4.525033423	NA
EIF5B	-1.335974386	8.72761112	-2.931237841	0.022393116	0.999932036	-4.525055094	EIF5B
S1PR3	-1.468969188	7.63170881	-2.93076436	0.022408067	0.999932036	-4.525068337	S1PR3
FRG1	-1.32821485	5.594873474	-2.930494531	0.022416592	0.999932036	-4.525075884	FRG1 /// FRG1B /// LOC100134091 /// LOC100289097 /// LOC101930278 /// LOC101930531 /// LOC102724923
FRG1B	-1.32821485	5.594873474	-2.930494531	0.022416592	0.999932036	-4.525075884	
LOC100134091	-1.32821485	5.594873474	-2.930494531	0.022416592	0.999932036	-4.525075884	
LOC100289097	-1.32821485	5.594873474	-2.930494531	0.022416592	0.999932036	-4.525075884	
LOC101930278	-1.32821485	5.594873474	-2.930494531	0.022416592	0.999932036	-4.525075884	
LOC101930531	-1.32821485	5.594873474	-2.930494531	0.022416592	0.999932036	-4.525075884	
LOC102724923	-1.32821485	5.594873474	-2.930494531	0.022416592	0.999932036	-4.525075884	
RBM19	-1.461844523	3.603092957	-2.929152615	0.022459042	0.999932036	-4.525113434	RBM19
C18orf42	-2.174562356	2.390858732	-2.929004858	0.022463721	0.999932036	-4.525117569	C18orf42
MSR1	1.829281635	3.973905232	2.928317144	0.022485513	0.999932036	-4.525136822	MSR1
GCC1	1.538645368	3.702455417	2.928040081	0.022494299	0.999932036	-4.52514458	GCC1
NA	-2.804694746	2.040918073	-2.927779521	0.022502565	0.999932036	-4.525151877	NA
C11orf57	1.982537052	2.54874364	2.926167889	0.022553764	0.999932036	-4.525197026	C11orf57
ZBTB20	-1.699201057	1.318627454	-2.925131056	0.022586767	0.999932036	-4.525226088	ZBTB20
ABCC13	2.000462847	2.620850136	2.92487689	0.022594866	0.999932036	-4.525233214	ABCC13
NA	1.477742282	2.461644846	2.92456581	0.022604781	0.999932036	-4.525241936	NA
RASSF3	1.446938181	4.736576921	2.924220044	0.022615808	0.999932036	-4.525251633	RASSF3
LATS1	2.335244872	1.988131956	2.924203604	0.022616333	0.999932036	-4.525252094	LATS1
DGKG	1.844541158	3.369599161	2.924130569	0.022618662	0.999932036	-4.525254142	DGKG
NA	1.526357724	4.679687491	2.922328745	0.022676224	0.999932036	-4.525304697	NA
RAP2A	-1.251981481	3.386402269	-2.91981545	0.022756774	0.999932036	-4.525375275	RAP2A
SYNGR1	1.680898181	4.915445915	2.91677596	0.022854594	0.999932036	-4.525460727	SYNGR1
WNK1	1.3064099	4.242049024	2.916607143	0.02286004	0.999932036	-4.525465476	WNK1
FCGR1A	1.616654509	2.770315507	2.916530525	0.022862512	0.999932036	-4.525467632	FCGR1A
ASH1L	-1.000127893	6.567778084	-2.916074033	0.022877247	0.999932036	-4.525480476	ASH1L
SP3	-2.573020129	3.620177656	-2.915553691	0.022894055	0.999932036	-4.52549512	SP3
NA	1.326247833	3.185243428	2.913661824	0.022955277	0.999932036	-4.525548388	NA
JPH3	1.743391829	3.754256404	2.913328404	0.022966085	0.999932036	-4.52555778	JPH3
IFT81	1.11445385	5.007830609	2.912308755	0.02299917	0.999932036	-4.52558651	IFT81
KIF21A	1.548610981	2.599117505	2.910614544	0.023054254	0.999932036	-4.525634274	KIF21A
NOV	1.72475775	5.192077564	2.909628813	0.023086367	0.999932036	-4.525662079	NOV
FSTL1	-1.538237718	3.890088249	-2.908777937	0.023114125	0.999932036	-4.525686089	FSTL1 /// LOC101930453
LOC101930453	-1.538237718	3.890088249	-2.908777937	0.023114125	0.999932036	-4.525686089	
NA	-1.638583214	3.187375867	-2.904854243	0.023242586	0.999932036	-4.525796917	NA
RNF145	-1.223158609	6.054935138	-2.904702352	0.023247574	0.999932036	-4.525801211	RNF145
PLEKHH2	1.89097986	1.348120881	2.904177864	0.023264807	0.999932036	-4.52581604	PLEKHH2
LINC00184	1.211547461	5.469665156	2.904083685	0.023267903	0.999932036	-4.525818703	LINC00184
LOC101928504	1.359636935	4.443568899	2.902539287	0.023318731	0.999932036	-4.525862388	LOC101928504
MPHOSPH8	1.723388691	2.324516045	2.902402236	0.023323248	0.999932036	-4.525866266	MPHOSPH8
THBD	1.485014633	9.542637356	2.902315425	0.023326109	0.999932036	-4.525868722	THBD
EXOC7	1.503432099	3.50594343	2.900724529	0.023378608	0.999932036	-4.525913755	EXOC7
MFI2-AS1	-1.484638516	3.7950444	-2.900617396	0.023382148	0.999932036	-4.525916789	MFI2-AS1
FAM24B	-0.990157581	6.398512436	-2.900539094	0.023384736	0.999932036	-4.525919006	FAM24B
ADARB2	2.208122012	2.974520663	2.900363824	0.023390529	0.999932036	-4.525923969	ADARB2
AK096335	1.303597091	2.988247603	2.899955484	0.023404032	0.999932036	-4.525935534	AK096335 /// AP000662.4
AP000662.4	1.303597091	2.988247603	2.899955484	0.023404032	0.999932036	-4.525935534	
MKX	1.591683514	1.680959033	2.898858614	0.023440343	0.999932036	-4.52596661	MKX
MUC4	1.109643551	4.233312677	2.898718379	0.023444989	0.999932036	-4.525970584	MUC4
TMEM177	-1.102567016	6.62642278	-2.898513505	0.02345178	0.999932036	-4.52597639	TMEM177
HEMK1	1.059550911	1.729627403	2.89736446	0.023489902	0.999932036	-4.526008963	HEMK1
PDE7B	-1.539697129	6.870189487	-2.896229719	0.023527614	0.999932036	-4.526041145	PDE7B
NA	-1.498207972	3.679495958	-2.895139671	0.0235639	0.999932036	-4.526072074	NA
TNFRSF9	1.252197751	5.396250428	2.894457709	0.023586632	0.999932036	-4.526091431	TNFRSF9
NA	1.420259292	2.73822195	2.894042919	0.02360047	0.999932036	-4.526103207	NA
NMUR1	1.379256932	2.090173087	2.89266681	0.023646439	0.999932036	-4.526142289	NMUR1
NA	1.189989068	4.434163863	2.892112851	0.023664971	0.999932036	-4.526158028	NA
TTC36	1.25210836	2.568999063	2.890994115	0.023702444	0.999932036	-4.526189824	TTC36
PNP	0.975526635	10.48455554	2.888626237	0.023781964	0.999932036	-4.52625717	PNP
GPR68	-1.921264352	3.236978072	-2.887514222	0.023819406	0.999932036	-4.52628882	GPR68
NA	-1.968293573	2.4421455	-2.887224775	0.023829162	0.999932036	-4.52629706	NA
TRPC5	2.579611741	2.424410225	2.887158675	0.023831391	0.999932036	-4.526298942	TRPC5
MCF2L2	-2.876483885	1.259798032	-2.883508579	0.023954795	0.999932036	-4.526402945	MCF2L2
NA	2.460153688	1.631457083	2.883019567	0.02397138	0.999932036	-4.52641689	NA
GJA9	-1.035910449	7.017902504	-2.88291927	0.023974782	0.999932036	-4.52641975	GJA9-MYCBP /// MYCBP
MYCBP	-1.035910449	7.017902504	-2.88291927	0.023974782	0.999932036	-4.52641975	
NOP58	-1.017835969	8.609406358	-2.881716276	0.024015638	0.999932036	-4.526454069	NOP58
DHX37	-1.209860686	4.523151031	-2.881494213	0.024023187	0.999932036	-4.526460406	DHX37
COL20A1	1.715427616	3.354131776	2.879619295	0.02408703	0.999932036	-4.526513932	COL20A1
SIPA1L3	2.471968081	2.205844413	2.87945708	0.024092562	0.999932036	-4.526518564	SIPA1L3
NA	-2.29029616	1.242349266	-2.8788376	0.024113701	0.999932036	-4.52653626	NA
LOC284933	1.22550372	3.491602567	2.87874805	0.024116758	0.999932036	-4.526538818	LOC284933
TNFRSF18	-1.92168125	3.864102922	-2.87851315	0.02412478	0.999932036	-4.526545529	TNFRSF18
SERPINE2	-1.591570331	3.392544102	-2.878497136	0.024125327	0.999932036	-4.526545987	SERPINE2
NA	1.272720847	3.651950201	2.878367199	0.024129765	0.999932036	-4.526549699	NA
RP11-348N5.7	-2.048350111	2.196180104	-2.878030484	0.024141271	0.999932036	-4.526559321	RP11-348N5.7
IL36RN	1.120006433	4.598425029	2.877350021	0.024164542	0.999932036	-4.52657877	IL36RN
HIST1H2AG	-1.183875041	4.202894531	-2.875490621	0.024228249	0.999932036	-4.526631941	HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM
HIST1H2AH	-1.183875041	4.202894531	-2.875490621	0.024228249	0.999932036	-4.526631941	
HIST1H2AI	-1.183875041	4.202894531	-2.875490621	0.024228249	0.999932036	-4.526631941	
HIST1H2AK	-1.183875041	4.202894531	-2.875490621	0.024228249	0.999932036	-4.526631941	
HIST1H2AL	-1.183875041	4.202894531	-2.875490621	0.024228249	0.999932036	-4.526631941	
HIST1H2AM	-1.183875041	4.202894531	-2.875490621	0.024228249	0.999932036	-4.526631941	
BAIAP2-AS1	2.491191484	3.539614432	2.874626911	0.024257902	0.999932036	-4.526656653	BAIAP2-AS1
IGH	1.170801624	3.965731921	2.874184897	0.024273092	0.999932036	-4.526669303	IGH /// IGHA2 /// IGHD /// IGHG1
IGHA2	1.170801624	3.965731921	2.874184897	0.024273092	0.999932036	-4.526669303	
IGHD	1.170801624	3.965731921	2.874184897	0.024273092	0.999932036	-4.526669303	
IGHG1	1.170801624	3.965731921	2.874184897	0.024273092	0.999932036	-4.526669303	
PURA	-1.513738716	1.938199598	-2.872666602	0.024325347	0.999932036	-4.526712773	PURA
EPHA2	-1.032876261	8.963484211	-2.872381081	0.024335187	0.999932036	-4.526720951	EPHA2
PSMG4	-2.100389845	1.323145109	-2.872094779	0.024345057	0.999932036	-4.526729152	PSMG4
NA	1.592041895	2.561653567	2.872047196	0.024346698	0.999932036	-4.526730515	NA
LOC100506379	-1.996513005	2.585776979	-2.871848502	0.024353552	0.999932036	-4.526736207	LOC100506379
BCL11A	1.917562875	3.480900948	2.870930227	0.024385252	0.999932036	-4.526762519	BCL11A
ERICH5	-1.639109941	2.080707189	-2.87091889	0.024385644	0.999932036	-4.526762844	ERICH5
CENPI	-1.229367045	1.690545878	-2.870572561	0.024397611	0.999932036	-4.52677277	CENPI
L1TD1	1.48229777	4.55262821	2.868548072	0.024467691	0.999932036	-4.526830823	L1TD1
RALGPS2	-2.073507839	3.581298799	-2.868258282	0.024477739	0.999932036	-4.526839137	RALGPS2
SIX3	1.438591956	3.015300173	2.86795712	0.024488187	0.999932036	-4.526847778	SIX3
LOC100506022	-1.829767961	4.450301794	-2.867946452	0.024488557	0.999932036	-4.526848084	LOC100506022
TG	1.190489353	5.844237658	2.86776046	0.024495012	0.999932036	-4.526853421	TG
SNCA	-1.161755413	6.159131074	-2.866804925	0.024528202	0.999932036	-4.526880847	SNCA
CACNA2D1	1.396466883	4.996277396	2.865013813	0.024590543	0.999932036	-4.526932283	CACNA2D1
EFNB1	1.265987886	7.053109056	2.863757293	0.024634377	0.999932036	-4.526968389	EFNB1
NA	2.060971328	1.509739128	2.862482641	0.024678928	0.999932036	-4.527005035	NA
OR13C4	1.569589149	4.860816136	2.86151225	0.024712901	0.999932036	-4.527032946	OR13C4
SP8	2.185998484	1.350998017	2.860322253	0.02475463	0.999932036	-4.527067189	SP8
CDC42BPA	-1.145676886	7.296797619	-2.859879758	0.024770166	0.999932036	-4.527079926	CDC42BPA
NA	-2.380811462	3.719207222	-2.859666202	0.024777668	0.999932036	-4.527086074	NA
AQP11	-1.176805209	3.538985618	-2.8580019	0.024836212	0.999932036	-4.527134005	AQP11
NA	-1.353398864	2.517405612	-2.857950394	0.024838026	0.999932036	-4.527135489	NA
ACTR2	-1.855021123	2.781408135	-2.857398157	0.024857485	0.999932036	-4.5271514	ACTR2
DYM	-1.884514035	3.391032873	-2.854406671	0.024963178	0.999932036	-4.527237655	DYM
CFTR	2.311497436	1.036264061	2.85281729	0.025019525	0.999932036	-4.527283524	CFTR
OR3A2	1.010452008	4.19815287	2.852148186	0.025043287	0.999932036	-4.527302844	OR3A2
HMHA1	-1.80683489	3.483006724	-2.849444958	0.025139528	0.999932036	-4.527380947	HMHA1
DEPDC1	-1.302751094	6.46215551	-2.84931124	0.025144299	0.999932036	-4.527384812	DEPDC1
SMURF1	1.64866271	3.738602912	2.84903354	0.025154209	0.999932036	-4.527392841	SMURF1
GOLGA2	-2.84913391	4.890044799	-2.848845022	0.02516094	0.999932036	-4.527398292	GOLGA2
NA	1.704435521	3.251925308	2.848591842	0.025169982	0.999932036	-4.527405613	NA
FREM1	1.755060891	3.700187876	2.84699729	0.025227007	0.999932036	-4.527451739	FREM1
LPP	1.754634512	3.873734778	2.846708786	0.025237339	0.999932036	-4.527460088	LPP
LOC554207	-1.821246487	2.141134632	-2.845854134	0.025267973	0.999932036	-4.527484826	LOC554207
VSTM4	1.358902686	2.210748524	2.84581587	0.025269346	0.999932036	-4.527485934	VSTM4
TRPM3	1.05255269	2.44540857	2.844981451	0.025299294	0.999932036	-4.527510095	TRPM3
MAPT-AS1	-1.331905227	4.278369104	-2.844257391	0.025325312	0.999932036	-4.527531067	MAPT-AS1
NA	1.311994502	1.405508863	2.844109368	0.025330634	0.999932036	-4.527535355	NA
ARHGEF10	-1.525005828	5.95906063	-2.842779573	0.025378502	0.999932036	-4.527573889	ARHGEF10
LINC00862	-1.859384902	2.71881614	-2.842104482	0.025402839	0.999932036	-4.52759346	LINC00862
BC036308	1.669914754	2.447033087	2.840849493	0.025448148	0.999932036	-4.527629856	BC036308 /// RP1-117O3.2
RP1-117O3.2	1.669914754	2.447033087	2.840849493	0.025448148	0.999932036	-4.527629856	
UGT1A1	1.629022224	2.623824889	2.840842596	0.025448397	0.999932036	-4.527630056	UGT1A1 /// UGT1A3 /// UGT1A5 /// UGT1A8 /// UGT1A9
UGT1A3	1.629022224	2.623824889	2.840842596	0.025448397	0.999932036	-4.527630056	
UGT1A5	1.629022224	2.623824889	2.840842596	0.025448397	0.999932036	-4.527630056	
UGT1A8	1.629022224	2.623824889	2.840842596	0.025448397	0.999932036	-4.527630056	
UGT1A9	1.629022224	2.623824889	2.840842596	0.025448397	0.999932036	-4.527630056	
FBXO32	1.452913207	4.255678277	2.840357841	0.025465921	0.999932036	-4.527644119	FBXO32
NA	-1.424859929	2.050131595	-2.839225614	0.025506901	0.999932036	-4.527676976	NA
SLC6A2	1.548735726	3.954326564	2.838921911	0.025517905	0.999932036	-4.527685793	SLC6A2
NA	-1.574423562	2.135692771	-2.837818406	0.02555793	0.999932036	-4.527717835	NA
NA	-1.599088247	2.819992186	-2.837740808	0.025560747	0.999932036	-4.527720089	NA
ARL11	1.735450229	1.188883156	2.837542292	0.025567955	0.999932036	-4.527725854	ARL11
LOC101928886	1.928856048	1.927585872	2.837429939	0.025572036	0.999932036	-4.527729118	LOC101928886
AX746710	3.141478228	2.128892665	2.837080449	0.025584734	0.999932036	-4.527739271	AX746710
NA	-1.39909727	3.55423972	-2.836615814	0.025601625	0.999932036	-4.52775277	NA
POM121L10P	1.231033883	3.532689368	2.836189014	0.025617151	0.999932036	-4.527765173	POM121L10P /// POM121L8P /// POM121L9P
POM121L8P	1.231033883	3.532689368	2.836189014	0.025617151	0.999932036	-4.527765173	
POM121L9P	1.231033883	3.532689368	2.836189014	0.025617151	0.999932036	-4.527765173	
RP11-454F8.2	2.085882919	4.234913913	2.836062054	0.025621772	0.999932036	-4.527768863	RP11-454F8.2
LOC100505902	1.17881619	4.573169667	2.835491758	0.025642537	0.999932036	-4.52778544	LOC100505902
LINC00671	-1.393463833	4.097481496	-2.833479228	0.02571596	0.999932036	-4.527843968	LINC00671
LOC440346	-1.829967203	1.637007827	-2.83285993	0.025738598	0.999932036	-4.527861988	LOC440346
LOC101927166	1.793332384	1.792353088	2.832250412	0.0257609	0.999932036	-4.527879728	LOC101927166
NA	-1.32192281	4.804529216	-2.831665184	0.025782332	0.999932036	-4.527896764	NA
GIMAP8	-1.207863632	8.651710672	-2.831555351	0.025786356	0.999932036	-4.527899962	GIMAP8
ZNF414	1.371640163	1.910338889	2.831330161	0.025794609	0.999932036	-4.527906519	ZNF414
BFSP2	-1.293808811	2.711166392	-2.831274397	0.025796653	0.999932036	-4.527908143	BFSP2
FLJ38379	-1.989895946	1.296474785	-2.829755899	0.025852383	0.999932036	-4.527952374	FLJ38379
LOC100128993	1.954628836	1.363426761	2.829581741	0.025858782	0.999932036	-4.527957449	LOC100128993
DEF6	2.060308647	4.663530296	2.82875268	0.025889271	0.999932036	-4.527981611	DEF6
NUP160	-1.5030994	4.000415798	-2.824386926	0.026050447	0.999932036	-4.528108977	NUP160
EHF	2.123241345	3.514184922	2.823735633	0.026074582	0.999932036	-4.528127997	EHF
LINC00632	1.825107313	2.86255341	2.823407609	0.026086746	0.999932036	-4.528137578	LINC00632
PTPRR	1.134033681	5.471676172	2.823307208	0.026090471	0.999932036	-4.528140511	PTPRR
ENOX2	-1.0349498	4.605878844	-2.823071623	0.026099212	0.999932036	-4.528147393	ENOX2
CHML	-1.019658123	7.571883503	-2.821217474	0.026168119	0.999932036	-4.528201582	CHML
CDHR3	1.776622697	3.580497714	2.821190039	0.02616914	0.999932036	-4.528202384	CDHR3
AK093301	1.275533916	4.87605056	2.820736568	0.026186023	0.999932036	-4.528215643	AK093301 /// RP11-862G15.1
RP11-862G15.1	1.275533916	4.87605056	2.820736568	0.026186023	0.999932036	-4.528215643	
PHACTR2	-1.253695075	8.962292765	-2.819254599	0.026241276	0.999932036	-4.528258992	PHACTR2
CTNNA3	1.666189348	2.922722501	2.81897864	0.026251578	0.999932036	-4.528267066	CTNNA3
NA	1.428217153	2.171294864	2.818068452	0.026285588	0.999932036	-4.528293705	NA
UBASH3B	-1.394608894	4.48729489	-2.817716857	0.026298739	0.999932036	-4.528303998	UBASH3B
GJA9	-1.052482864	7.045024781	-2.816445844	0.026346334	0.999932036	-4.528341219	GJA9 /// GJA9-MYCBP /// MYCBP
MYCBP	-1.052482864	7.045024781	-2.816445844	0.026346334	0.999932036	-4.528341219	
ZNF831	1.367530858	3.301842957	2.81490795	0.026404045	0.999932036	-4.528386281	ZNF831
CYSLTR2	1.164243681	4.763565125	2.814328721	0.026425815	0.999932036	-4.52840326	CYSLTR2
DUSP10	1.23646145	5.805978708	2.813120211	0.026471298	0.999932036	-4.528438698	DUSP10
SLC2A11	-1.403162311	4.879041248	-2.812510783	0.026494266	0.999932036	-4.528456575	SLC2A11
CDKN2D	1.98424065	4.567748891	2.812471297	0.026495755	0.999932036	-4.528457733	CDKN2D
