Symbol	logFC	logCPM	PValue	FDR
KIF20A	-0.436040219	5.558231689	0.000598526	0.008927626
HBEGF	1.243644621	3.346575252	1.34E-14	2.02E-12
TMCO6	-0.349071657	3.84095004	0.008155414	0.066128622
HMGCR	0.461503947	7.712946552	6.82E-08	3.07E-06
LMNB1	-0.239881863	7.646123102	0.004416213	0.042033536
ARRDC3	0.691664299	5.782871526	7.11E-10	4.96E-08
TARS	0.457533666	8.772412173	7.13E-07	2.49E-05
PRLR	-1.281883282	2.431071573	5.86E-10	4.13E-08
SLC12A7	0.576063637	2.3861541	0.002786744	0.029621818
HMGXB3	0.323604595	6.603938944	0.002938378	0.030899052
CPEB4	0.478393069	5.530548087	0.005942712	0.052189546
DBN1	0.459866518	5.590185146	0.000278133	0.00471934
EHHADH	-0.541037012	3.50058865	0.000613417	0.009104536
NA	0.434527899	4.264476565	0.003261525	0.033552692
BCL6	-0.348233892	5.092399881	0.002035083	0.023308479
HGD	-0.457316718	4.027739006	0.002305371	0.025697497
AMOTL2	0.341912301	6.309027794	0.000503216	0.007718974
TFDP2	-0.455134749	4.943616371	0.000189778	0.003395961
HHLA2	0.736865551	4.963610955	1.60E-10	1.28E-08
C3orf52	0.581395966	4.760864667	1.30E-06	4.29E-05
ABTB1	0.368609587	4.552469167	0.005250743	0.048025168
PLCH1	-0.478462856	3.465300425	0.006525392	0.056053114
ACTR3	0.250996678	8.628281125	0.011663154	0.086331745
EPB41L5	0.34555512	4.9373831	0.002794927	0.029639871
ACVR1	0.474571412	5.730717558	4.51E-06	0.000133956
PSMD14	0.364734347	6.918039367	0.005415004	0.049189571
IFIH1	-0.449108059	5.714561951	0.004799852	0.044816013
GRB14	-0.759997867	3.91903551	9.60E-09	5.19E-07
CLIP4	0.691239593	4.266950282	5.82E-07	2.07E-05
RTN4	0.430501648	9.002821971	4.17E-06	0.000125011
STAT1	-0.658952578	8.303023918	2.37E-08	1.18E-06
OTX1	-0.417801099	3.165338299	0.00992143	0.076392231
COQ10B	0.435509409	5.193547499	0.00044964	0.00711903
FHL2	0.717337997	5.348072587	1.83E-10	1.44E-08
MLPH	0.424097689	6.951088756	6.05E-05	0.001304508
CNPPD1	0.276471191	5.799391885	0.010154456	0.077707594
ID2	-0.336066153	5.371502779	0.002959003	0.03104469
HPCAL1	0.350158499	6.34391712	0.004655648	0.043849389
ODC1	0.352189237	8.219580195	0.003429515	0.034940889
PLEKHB2	0.267847023	8.105471012	0.007152404	0.05979479
SLC1A4	0.901559644	5.019425665	6.61E-16	1.18E-13
RND3	0.579775699	6.501470598	1.10E-07	4.75E-06
EPAS1	0.340305258	6.075018117	0.000448376	0.007107824
ATP6V1B1	-0.990298726	4.682028625	4.74E-16	8.93E-14
NFE2L2	0.338990579	7.561632736	8.52E-05	0.001744442
MSH6	-0.353522482	6.793974808	0.000153807	0.002860522
DHCR24	0.349551559	9.364477792	3.12E-05	0.000738434
QSOX1	0.450508402	7.581176792	5.87E-06	0.000169379
ERRFI1	1.156311973	7.833865576	7.43E-33	1.46E-29
RNF19B	0.378070706	5.384061982	0.000486789	0.007542763
SFPQ	-0.225373846	8.896100868	0.012141103	0.088429954
MEF2D	0.238913327	6.092640807	0.013369342	0.094813332
IVNS1ABP	-0.400178304	7.510330201	2.40E-06	7.57E-05
SLC35D1	-0.517201016	4.264417585	5.33E-05	0.001171067
PLA2G4A	-0.459322987	5.142602587	0.000192628	0.003429369
WLS	0.359398339	7.630134963	0.000872799	0.012031844
RGS2	-0.591237076	5.866071415	1.44E-07	6.00E-06
CTH	0.904082488	3.816856344	2.97E-11	2.63E-09
AGMAT	-0.491218494	4.37891242	0.000800635	0.011195093
CD58	0.63473856	5.136985434	1.81E-07	7.33E-06
TTF2	-0.332624223	5.899447918	0.0018703	0.021914237
KIF21B	0.548241058	4.7363282	0.003762495	0.03777336
MAP7D1	0.495912401	6.272314789	9.76E-07	3.34E-05
RRAGC	0.450461316	5.075159102	0.000112847	0.002216015
PADI2	0.523943458	5.287741914	4.48E-05	0.001009164
ECE1	0.357427349	7.788954225	3.49E-05	0.000820672
GALE	0.30007673	6.63968096	0.011290452	0.084472498
SLC2A1	0.705627702	9.085420352	2.82E-10	2.15E-08
TSPAN1	0.522494068	7.82121095	0.000541197	0.008209951
SLC19A2	-0.310277778	5.434339425	0.0056471	0.050637364
PROX1	0.505696679	4.662319777	0.000172236	0.003131238
CENPF	-0.36580779	8.601070521	0.011728671	0.08662421
STX12	0.251150789	5.769485115	0.012551204	0.090427076
ESYT2	0.299355839	7.836483442	0.003194909	0.03296609
CTSD	0.544594158	8.574373087	6.53E-05	0.001386281
HMGN3	-0.403788245	4.737106485	0.002453894	0.026809475
MYB	-1.002709642	4.054759016	5.36E-10	3.83E-08
SGK1	0.398614702	6.951954721	0.00015734	0.002906568
FOXO3	0.34525937	6.026906399	0.007196979	0.060094341
SPP1	2.094835529	3.088221468	3.89E-31	5.34E-28
RARRES1	-0.526928202	3.18955515	0.001726202	0.020702375
PPL	0.359879631	7.781501249	0.001275454	0.016353697
DNAH7	-0.824964658	1.391402819	0.002621763	0.028216158
UBE2B	0.365212078	6.455163354	0.001474284	0.018353769
KLF9	0.964997618	4.390244881	1.30E-12	1.52E-10
CNTRL	-0.420192406	5.236593897	0.001105741	0.014612793
GALNT12	-0.243323177	6.344145197	0.008764798	0.069793385
KDSR	0.244169871	6.446626668	0.008087593	0.065772706
TGFB3	-0.801440135	1.137296678	0.003178979	0.03287576
RHOQ	0.474309514	5.2427475	1.20E-05	0.000317944
YPEL5	0.399726465	5.786657628	0.001168154	0.015268129
SLC17A5	0.274594367	5.636763047	0.011231074	0.084159439
PYROXD2	-0.470331682	3.369310753	0.001365041	0.017259544
HELLS	-0.580787204	7.051190121	0.001380651	0.017376987
AVPI1	0.623276848	3.134172451	0.000127464	0.002453599
KCNIP2	-0.638212547	1.39874948	0.009974098	0.076626046
HOXB8	-0.452807338	5.353039754	9.16E-05	0.001859017
HOXB5	-0.505251757	5.741541764	5.55E-05	0.00121112
DUSP1	0.948283105	4.215150173	4.88E-10	3.51E-08
MOB3B	-0.362853809	4.083157985	0.008360897	0.067318203
CD274	0.614115058	1.963244724	0.008934253	0.070896287
MTHFD1L	0.299092657	5.506917503	0.00628783	0.054408465
CENPL	-0.344083263	4.245251482	0.006511838	0.055971673
KBTBD7	-0.338610634	4.644391665	0.003867654	0.038575494
EGR1	0.703077213	7.331019178	1.15E-09	7.73E-08
SOCS2	1.821768356	0.045389809	1.90E-05	0.000481198
DUSP4	0.460862779	6.169566209	1.74E-06	5.64E-05
TNFRSF10B	0.298943049	6.269708867	0.005522838	0.049807015
SORBS3	-0.410760553	2.838517624	0.014252691	0.099393446
RDH10	0.34924369	6.301492398	0.000173817	0.003155809
PLBD1	-0.822703068	0.996672423	0.004206933	0.040804579
PYROXD1	0.443402143	4.861360116	0.000429064	0.006846774
KIF18A	-0.382575971	5.547646281	0.001229016	0.015920455
DESI2	0.236689495	6.384754008	0.014436956	0.100160346
DEPDC7	-0.67835343	2.156817598	0.000507035	0.007768884
PILRB	-0.478298292	4.006354058	0.001588253	0.019455387
CCRL2	0.458676775	3.41568041	0.00712025	0.059671164
TNFSF10	-0.721126735	5.193873311	4.86E-09	2.81E-07
TMEM54	0.395412812	6.261815774	0.005709772	0.050891772
CXCR4	-0.800924487	5.19617373	2.14E-13	2.72E-11
ZRANB3	-0.40959336	3.283917358	0.008374396	0.067387408
RPL21	-0.532710854	3.538114263	0.001085518	0.014360686
RASL11A	-1.483893895	1.808976723	1.81E-11	1.64E-09
UBL3	0.276594301	6.749975005	0.001894088	0.022174059
FMOD	-0.890039387	0.275749067	0.013819249	0.097297822
ZC3H7A	-0.251409839	6.087075954	0.009403463	0.073265984
ANXA11	0.393167471	8.529169833	2.24E-06	7.14E-05
POLM	0.367663371	5.164273427	0.003118567	0.032446322
TAF1L	-0.589577539	2.031838223	0.004295007	0.041168587
TRIM24	-0.337459017	6.180953723	0.00173487	0.020733954
PLAU	1.884506642	1.999084018	4.19E-10	3.07E-08
CHST3	-1.16988816	3.770370357	2.18E-09	1.41E-07
ZWINT	-0.298720904	6.141029132	0.002705821	0.028940702
CDKN2C	-0.430934383	2.938105933	0.009662779	0.074819847
RNF11	0.302456264	6.327166665	0.002571124	0.027846755
BHLHE41	0.359940524	8.25459002	6.04E-05	0.001304508
ITPR2	-0.718990536	5.576973619	0.001912909	0.02232438
ACOT9	0.339824489	4.251456282	0.010225094	0.078074275
GIPC1	0.630180941	7.20613566	4.11E-06	0.000123295
OPTN	0.442248019	6.746691555	0.000211689	0.003734853
NR4A1	0.644544752	4.607844593	2.07E-05	0.000518808
RAB9A	0.662801387	3.262467703	0.000112865	0.002216015
METTL8	-0.299596717	4.676144333	0.014663488	0.10122299
G0S2	0.685138888	1.465201716	0.006294344	0.054408465
C4BPB	1.098756959	3.41485167	3.50E-07	1.32E-05
CHPF	0.626958766	5.378962442	9.92E-06	0.000268873
OBSL1	-0.81714749	0.678080193	0.009522096	0.073938809
SLC12A4	0.397379085	4.371834605	0.001653018	0.020123193
PI3	1.072970556	3.291492073	2.61E-08	1.29E-06
SLPI	0.728831127	1.764360951	0.002391901	0.026383858
SDC4	0.296686312	7.782138357	0.009019389	0.071201888
PLCG1	-0.340134813	5.40121308	0.004693315	0.044060735
SNAI1	-0.790762894	0.462481127	0.013641641	0.096445841
PPP4R1L	0.846962854	1.942043333	0.000146846	0.002751749
PMEPA1	0.727257729	7.455633458	1.43E-15	2.53E-13
BCAS4	-0.455230449	2.442907411	0.012208147	0.088683286
NAGK	0.330820348	4.904999443	0.00397199	0.03926385
PAIP2B	-0.657985301	4.111112821	2.98E-06	9.22E-05
HIST1H2BJ	-0.691745128	1.561251748	0.004109958	0.040237342
CDKN1A	1.41440536	5.860641888	3.46E-18	9.33E-16
SOX4	0.484741155	7.870058427	1.60E-07	6.62E-06
LRRFIP1	0.236301043	8.212091737	0.004278829	0.04112463
EREG	0.846557003	7.416265419	3.19E-18	8.76E-16
SH3TC1	0.562971175	4.148338653	0.000154143	0.002862888
MT2A	-1.463904517	1.572137338	3.83E-09	2.34E-07
ABCC4	-0.576648849	7.629625155	1.45E-06	4.75E-05
EFNB2	0.289051791	6.756954668	0.004236427	0.040859048
TM9SF2	0.218081174	8.580756433	0.012553468	0.090427076
IRF1	0.377670999	5.814838869	0.0027511	0.029310947
GTF3C4	-0.300055029	6.758665329	0.012714245	0.091213375
FOSB	0.700792071	3.743558401	3.82E-07	1.43E-05
RTN2	0.566807051	4.369949999	6.54E-05	0.001386281
EML2	0.34070088	5.848570564	0.002272451	0.025454411
VASP	0.445433222	8.309494006	1.23E-05	0.00032517
GPCPD1	0.51439633	4.055966517	0.000100571	0.002000358
SDCBP2	1.15989692	4.959827454	5.01E-15	8.10E-13
RBCK1	0.493194497	7.378700405	6.18E-06	0.000176939
TMX4	-0.324074342	6.741650049	0.000637446	0.0093302
OVOL2	-0.737710715	2.34146351	0.000129419	0.002487745
ID1	0.703444507	5.479015776	1.95E-09	1.28E-07
EIF2S2	0.325739795	7.546861324	0.006605948	0.056462777
PLAGL2	-0.267218571	6.062214584	0.014043126	0.098384252
XRCC3	-0.326221328	4.450634627	0.012496141	0.090250639
CAPNS1	0.360869118	8.44351787	0.001429682	0.017879478
THRA	-0.300291374	5.725203426	0.002646564	0.028425924
NR1D1	0.738834069	5.3230095	6.77E-11	5.82E-09
RRAS	0.579520646	5.341422346	0.000131917	0.002528686
PRRG2	0.399326603	3.731105782	0.004973624	0.045970062
SBDS	0.390628862	6.538084731	0.00170916	0.020561137
WNK4	-1.353589975	2.649303864	3.95E-13	4.94E-11
DLGAP5	-0.285874452	5.873311484	0.005521805	0.049807015
SGPP1	0.36914358	4.601870567	0.001860194	0.021889129
SLC10A3	0.332489559	5.230319016	0.008824904	0.070190671
TIMM8A	-0.356929033	3.460258905	0.013579074	0.096151878
FGD3	-0.774377852	3.826261591	5.13E-09	2.90E-07
BCL11B	-0.680329949	2.892874069	0.000146957	0.002751749
RAP1B	0.329456742	5.011329175	0.006773807	0.05739778
TICAM1	0.648260238	4.069136613	4.07E-05	0.00093693
METTL16	-0.263627603	5.440976344	0.013153015	0.093714378
VIL1	-0.5312608	7.080370628	2.08E-08	1.05E-06
STEAP4	0.480143739	6.414802071	2.26E-06	7.19E-05
GNAI1	-0.286199594	5.232155972	0.006219999	0.054003576
ZFP36	0.476860941	6.85780112	3.46E-06	0.000105483
ADM2	1.058768023	3.647870693	1.08E-10	9.02E-09
MGAT3	-0.390798196	3.052737412	0.013259215	0.094226808
ATF4	0.493991133	8.128620497	9.98E-07	3.41E-05
A4GALT	0.531622425	4.514831132	2.80E-05	0.000675542
CDC42EP1	0.522422474	5.288606401	0.000864372	0.011939624
APOL3	-0.831939278	2.26470216	2.81E-05	0.000675542
APOL2	0.337746828	5.242062185	0.002116741	0.02406327
LIF	1.098285639	6.038057313	1.06E-25	7.31E-23
KRT17	1.159255213	2.822136756	3.07E-05	0.000728135
ATP6V1F	0.471611288	5.504102872	0.00995041	0.076529622
PODXL	0.753385225	9.097248068	4.04E-17	9.40E-15
DNAJB9	0.475670721	5.210924945	0.001059699	0.01408559
IRF5	0.420328479	4.190843767	0.001247546	0.016099789
CHAC1	2.128634765	4.280704963	1.74E-33	3.99E-30
CALML4	-0.262555421	5.56167665	0.011185042	0.083866457
LOXL1	-0.943229922	3.200543193	8.28E-08	3.66E-06
E2F8	-0.406975033	4.698105344	0.000854153	0.011834158
FXR2	0.323540829	5.293690299	0.002026099	0.023244327
KLK10	1.356887013	7.438350298	4.36E-29	4.28E-26
RIPK3	0.452697267	4.332196689	0.000538931	0.008193664
FOXA1	-0.316680854	6.426284254	0.000830578	0.011530771
MIS18BP1	-0.336162363	5.815535264	0.005069614	0.046668969
RHBDF2	0.403254984	5.506975209	0.001504635	0.018613592
TMEM8A	0.376875538	6.553644633	0.00130531	0.016626674
PHF10	-0.313432202	6.282209825	0.002421985	0.026637732
STARD8	-0.656597529	1.787974161	0.004229987	0.040859048
SAT1	0.77891756	6.556261851	4.11E-09	2.48E-07
MOSPD2	0.33319557	4.556333088	0.005045898	0.046481784
LDLR	0.51125103	7.805781678	1.19E-08	6.35E-07
PVRL2	0.457027286	8.029489329	1.16E-05	0.000309199
BST2	-0.406451535	6.775702208	0.004237094	0.040859048
SNX9	0.668391955	6.093088068	1.58E-11	1.45E-09
MLLT4	0.343941251	8.507616655	0.005251879	0.048025168
ARPC1B	0.430163867	7.247998302	0.002443406	0.026716131
MAP1S	0.491148714	4.729028474	0.000221993	0.003896642
GDF15	1.562871517	6.39003911	2.85E-26	2.06E-23
JUND	0.789668923	6.656319067	7.49E-10	5.20E-08
ADRM1	0.330234877	6.745064579	0.00176381	0.020970415
ASS1	0.376529503	4.976140223	0.013473814	0.095504952
EXOSC2	-0.396609595	5.284591946	0.000269065	0.004593827
MAP3K10	0.382992003	3.854310643	0.006795639	0.057511858
SESN2	1.034068966	5.036599302	2.68E-16	5.35E-14
C19orf66	-0.397286432	4.548147135	0.004906087	0.045529543
HABP4	0.506287934	4.407216584	4.08E-05	0.00093693
PRRG1	0.362842491	5.01166457	0.002202403	0.024811334
ULBP2	0.83609416	1.833718576	0.000494323	0.007616568
AKAP12	1.663614748	6.07560311	2.28E-45	3.14E-41
EPS8L1	0.708275937	6.549391511	8.42E-12	8.44E-10
ACSS2	0.653540682	6.070858913	7.99E-12	8.14E-10
ATP6V1E1	0.466380419	6.034272241	0.000555542	0.008390521
CAP1	0.309423118	8.39324295	0.007338203	0.061014071
NDFIP1	0.359565768	6.978665865	0.001247296	0.016099789
ANO1	0.581204254	8.20351797	1.34E-11	1.25E-09
WDR44	0.492378699	5.415530178	6.16E-06	0.00017661
TOP2A	-0.322280336	9.236747921	0.000427401	0.006838416
PPP1R1B	-0.989003058	3.928544679	7.33E-12	7.52E-10
FMO5	-1.03447431	1.613372154	7.79E-06	0.000217211
RHPN2	0.292427102	6.148123124	0.001711433	0.020561137
GCH1	0.488442006	4.709811852	3.03E-05	0.000722192
DNAJB1	0.390460488	7.098368009	0.001164594	0.015258513
MATN3	-0.787845178	1.21438935	0.002178838	0.024627454
CCT6B	-0.763447212	1.045712407	0.006590474	0.056400673
TIMM10B	-0.261801808	5.681998713	0.011793746	0.086913265
PTCD3	-0.256221032	6.625938374	0.00569558	0.050831204
PER2	-0.566904323	4.416150403	0.006568381	0.056276837
RAP1GAP2	0.55015115	5.954775076	4.08E-06	0.000122678
MYBBP1A	-0.339099208	5.814328464	0.002436108	0.026657536
COQ3	-0.375722318	3.278139771	0.013899751	0.097717737
DDC	-1.463282468	3.098579088	1.47E-16	3.12E-14
ITGB4	0.513849494	9.040453187	3.26E-07	1.24E-05
WBP2	0.540607181	6.837375778	2.01E-08	1.03E-06
XAF1	-1.330161231	4.581049784	5.81E-16	1.05E-13
RAB25	0.373556905	6.691824825	0.00702544	0.059056665
MTL5	-0.434992361	2.916676337	0.011909747	0.087198917
MMACHC	-0.34841359	3.860113682	0.008857409	0.070408463
CASP9	0.380151877	3.608714995	0.009321362	0.07291565
NMUR2	0.332897299	5.456719603	0.001082504	0.014360686
PEMT	0.461933123	3.061294796	0.012406729	0.089746356
EPSTI1	-1.095100233	3.284939092	1.40E-06	4.59E-05
MORC4	-0.24216937	6.188340996	0.008654519	0.069155645
BTG1	0.374285784	6.136773469	0.001399779	0.017585527
LRRCC1	-0.370366475	4.084682644	0.009873929	0.07611177
SARAF	0.334571182	5.937406372	0.006178245	0.05370892
C14orf1	0.351173595	5.422782234	0.001922948	0.022378486
TTC9	0.631640188	2.822283972	0.000620141	0.009184503
IRAK2	0.358753498	3.952198708	0.008039193	0.0654178
BHLHE40	0.982393909	5.240275446	1.33E-19	4.37E-17
ARL8B	0.379469822	6.167513511	0.000482044	0.007492489
EDEM1	0.379550159	6.65681487	0.000704708	0.010141899
MEIS2	-0.487099842	6.463453556	2.05E-06	6.56E-05
PSRC1	-0.459304113	4.719492301	0.000319041	0.005302179
HMGCS2	-1.38231511	4.638404406	2.72E-32	4.68E-29
SPIRE1	0.471978828	5.713864011	6.78E-06	0.000192638
SLC38A2	0.579826522	9.158001819	9.21E-10	6.30E-08
LPIN1	0.788654237	6.138038571	1.21E-14	1.87E-12
ERN2	-0.449739961	3.445357394	0.007344833	0.061032275
NARS	0.249506179	7.958271878	0.003705473	0.037309907
IL15RA	0.440070936	3.537830523	0.004818612	0.044930123
CABLES1	-0.317617158	6.451997436	0.001139214	0.014992055
EMP1	1.510022319	6.950293913	1.56E-41	1.07E-37
YARS	0.478133528	8.011573573	1.28E-08	6.79E-07
ZCCHC11	-0.44583823	5.629386618	0.004858236	0.045238206
DAGLA	0.397908595	4.100408829	0.002602434	0.028065799
CARS2	0.300785254	5.931098503	0.003909361	0.038850512
ETS1	0.966959032	5.720551636	5.25E-17	1.20E-14
SLC37A2	0.996457345	1.218968581	0.00049274	0.00760069
OSTF1	0.442892373	5.739383553	4.76E-05	0.001064679
UBQLN1	0.264169352	7.961050406	0.00250587	0.027247374
ANXA1	0.470664669	8.323850206	0.000558046	0.008419081
CTSL	0.564163746	4.515159785	0.000167691	0.0030771
PSAT1	1.075978527	7.60859572	1.63E-19	5.21E-17
ADAM19	1.106052732	6.567330022	1.52E-21	6.16E-19
USP30	-0.400069795	3.924194871	0.002296279	0.025658584
CCDC64	0.353263004	5.261506504	0.001585518	0.019439211
PNPLA8	0.445627979	6.440291361	2.57E-06	8.07E-05
TES	0.538217335	7.23096951	3.61E-08	1.71E-06
PRR5L	0.531586563	6.468199036	4.30E-08	2.00E-06
GLS2	-0.443369365	2.747051311	0.012674822	0.091110226
TROAP	-0.317548652	5.061958221	0.003943938	0.0390811
PAN2	-0.45650624	5.158590042	0.000480715	0.007482389
ESPL1	-0.350257335	5.349626393	0.006760551	0.057320794
KRT7	0.570246667	2.170409218	0.00941983	0.073310391
PKIB	0.818701009	5.054105237	1.01E-07	4.40E-06
RAB11FIP5	0.321973414	5.044813683	0.00311636	0.032446322
FHOD1	-0.33528751	4.950856947	0.004235996	0.040859048
KCNK1	0.480686829	5.208755041	0.000986763	0.013299152
EGLN1	0.444321455	6.408576822	3.44E-06	0.000104922
FAM129A	0.464335878	4.15861074	0.000362651	0.005940741
SP110	-1.031871501	2.134080209	6.13E-07	2.17E-05
SERPINE2	0.441176298	3.711491402	0.001593601	0.019486167
WNT10A	0.568571608	4.680796745	9.96E-06	0.000268873
TMBIM1	0.58100793	8.570906549	4.95E-08	2.27E-06
CAB39	0.33294155	7.427654165	0.000266427	0.004555775
TMEM127	0.312100002	6.787235189	0.001281317	0.016412316
CKAP2	-0.253449478	7.2419157	0.010690391	0.080730076
BORA	-0.296064217	5.513748653	0.0045055	0.042737659
LMO7	0.414513763	8.563967837	2.27E-05	0.000565131
SCEL	1.036395364	5.669102219	2.37E-14	3.39E-12
TNS3	-0.467717063	6.602516961	0.00021166	0.003734853
CHST12	-0.402857969	4.591890122	0.00112578	0.014851235
CALCOCO2	0.335295489	6.074068346	0.000774994	0.010924636
SRSF1	-0.207170433	8.516805066	0.011183736	0.083866457
TEX2	-0.293957331	5.464085112	0.012346547	0.089499439
GALNT5	1.433684404	4.685093635	1.37E-25	8.98E-23
EPRS	0.253313733	8.797632201	0.003916558	0.03889391
IL1RN	0.88902836	5.593434449	2.09E-12	2.37E-10
DNAJC1	0.309086603	4.662818608	0.011642501	0.086261208
LRRC8A	0.686661773	6.355011359	9.51E-11	7.97E-09
KLF4	0.876952339	4.731872428	2.58E-13	3.25E-11
FAM129B	0.399993277	9.028352583	0.000450119	0.00711903
SLC31A1	0.27538634	6.51526426	0.003310515	0.033908737
FPGS	0.376123655	5.892478911	0.002010728	0.023087258
KIF12	-1.42556417	2.878510551	2.13E-17	5.13E-15
DPM2	0.294636989	4.768506517	0.012368412	0.089543455
IL11RA	-0.591821803	2.035815071	0.004182382	0.040710103
ARHGEF39	-0.715205866	4.478300007	1.49E-09	9.90E-08
PIM1	0.50881005	5.144559783	0.000101092	0.00200782
TINAG	-1.028213317	1.228632256	0.000106534	0.002100717
SLC22A23	-0.594537758	3.926982744	2.28E-05	0.000566615
HMGA1	0.692383008	9.991784899	2.37E-09	1.52E-07
TPMT	0.358231417	5.26773804	0.001858514	0.021888101
RNF144B	-0.924646167	3.670988867	2.49E-09	1.58E-07
ARRB1	-0.361707221	5.411812749	0.003373274	0.034521426
SLCO2B1	-0.701466567	0.97107882	0.010300248	0.078480086
RAB30	0.467656108	3.872306426	0.00115804	0.015187121
SLCO5A1	0.811252222	1.078686395	0.006506594	0.055971673
SDCBP	0.510574019	8.863218133	2.23E-07	8.86E-06
DDX60	-0.865466231	5.733778726	1.43E-07	5.98E-06
TMPRSS4	0.44776423	6.538645347	3.87E-06	0.000116931
MMP7	1.69042189	9.342612325	1.07E-21	4.47E-19
POU2F3	-0.605229779	1.559966303	0.013600569	0.096245059
PAQR5	0.225212499	7.172185166	0.011976611	0.08755667
UACA	0.343364275	7.710576548	0.000629815	0.009277783
SPTBN5	-1.001572217	1.784035051	4.30E-05	0.000977825
BCAR3	0.654206308	5.87797439	4.02E-10	2.95E-08
IFI44L	-1.684302236	5.07886334	1.45E-16	3.12E-14
ARHGAP29	0.393191334	8.219740717	8.39E-05	0.001722603
IFI44	-0.856983796	5.665802504	8.32E-05	0.001717412
SLC44A5	-0.501653651	4.236287671	0.000146096	0.002743083
RTCA	0.300134877	5.609104272	0.005045668	0.046481784
IFT172	-0.360389949	4.849600213	0.011519958	0.085500603
ADCY3	-0.331879704	6.273178623	0.000947672	0.012870354
CYP1B1	-0.606693301	5.604567188	1.43E-07	5.98E-06
SLC3A1	-0.61388812	2.335855511	0.001165838	0.015260266
MYOF	0.416407388	7.560579012	0.000458921	0.007216721
BTBD16	-0.548269374	3.435364021	0.000392713	0.00634247
DUSP5	1.210104547	5.600310239	5.20E-29	4.76E-26
PLCE1	-0.911277153	3.920560877	8.15E-08	3.62E-06
GPR87	1.174653138	3.420072668	4.90E-09	2.81E-07
FAM117B	-0.358801827	5.563376078	0.00534967	0.048660399
SLC40A1	-0.573819637	7.098781742	8.32E-08	3.66E-06
PARP9	-0.710980236	7.138997022	7.20E-09	3.96E-07
TMOD3	0.323915018	8.253612311	0.003798366	0.038035756
APH1B	-0.523899447	2.830859806	0.003501128	0.03556504
SEMA7A	2.005781455	2.474923775	3.71E-21	1.42E-18
FAM13A	-0.483728241	4.727912256	0.001267524	0.016291439
HERC6	-0.402716992	5.588948211	0.005157867	0.047338586
AP1AR	0.260699045	6.384764296	0.005991329	0.05244893
RASGEF1B	0.591654139	2.091721707	0.00599612	0.052457463
GPAT3	0.652879608	4.749280548	1.78E-06	5.73E-05
PDE5A	0.403015194	3.751627858	0.004176894	0.040685498
FRAS1	-0.789747147	7.13729158	0.00024875	0.00428961
ANXA3	0.607341462	7.559042094	0.000122523	0.002379444
CENPE	-0.350272524	6.589940154	0.002691	0.028804601
RGS3	0.308871678	5.689704175	0.004167456	0.040651181
ERP27	-0.950686145	0.087162295	0.012533234	0.09037606
GABARAPL1	0.514830933	4.839285578	9.31E-05	0.001885099
VAMP1	-0.52512298	2.272611186	0.005824673	0.051443157
AMIGO2	0.833160346	6.840657313	1.24E-17	3.09E-15
GLIPR1	0.647374358	2.049533791	0.004946214	0.04577829
PHLDA1	0.366022971	8.193840003	0.000125867	0.002429657
LGR5	-1.041700866	3.540919921	4.39E-12	4.83E-10
SDSL	0.790997642	1.83428592	0.000289678	0.004879773
MTMR6	0.336017371	6.35952099	0.000800697	0.011195093
SLC7A1	0.511149564	9.284513933	6.00E-07	2.13E-05
SUOX	-0.324380695	4.141106245	0.014595105	0.100953761
SLC39A5	-0.808736857	1.19775146	0.001612918	0.019687341
ITGB7	0.46827212	2.776256587	0.007440787	0.061628354
VPS37B	0.377073185	6.861138352	0.000227633	0.003975338
RHOF	0.877157472	6.397442366	4.76E-15	7.79E-13
SSTR1	-1.170932055	0.539819329	0.00051616	0.007882337
JDP2	0.915158366	4.635138793	5.94E-14	8.16E-12
WARS	0.663227939	7.371553963	1.24E-11	1.17E-09
DUOXA1	0.861046318	0.608505794	0.011049989	0.083156968
GCNT3	0.334414512	9.371196018	0.000303211	0.005075921
HMG20A	-0.238844436	5.941146879	0.014293344	0.09941686
MESDC1	0.417953751	6.003428974	0.000758058	0.010718881
PIF1	-0.486041719	4.211646812	0.000120496	0.002345748
HAPLN3	0.862143712	1.245767698	0.000803517	0.011211714
FANCI	-0.252632443	7.685088832	0.011521181	0.085500603
ABHD2	0.344394038	9.463066986	0.009095634	0.071721399
TICRR	-0.427216673	5.656867273	0.001217945	0.015806832
MFGE8	0.497174674	6.073589535	3.12E-07	1.19E-05
FURIN	0.364281494	6.888713611	0.000373339	0.006072388
ITGAX	1.095317837	0.26082898	0.006941802	0.058496709
NLRC5	0.48532802	4.391309334	0.000598899	0.008927626
CMTM3	0.722800337	4.112739155	5.09E-05	0.001123176
MAP1LC3B	0.572801955	6.473980743	1.15E-06	3.86E-05
OSGIN1	0.46652276	3.766756236	0.00231496	0.025720941
C18orf8	0.348892719	4.18783798	0.005913428	0.051998823
NPC1	0.786479156	6.819461684	7.47E-17	1.68E-14
SLC14A1	-0.951837833	3.258439397	7.80E-10	5.39E-08
ARHGDIA	0.294078348	8.326910778	0.00433528	0.041464219
SLC16A3	0.532222655	6.735259903	4.57E-06	0.00013518
SECTM1	0.952993632	2.145779302	1.82E-05	0.000463385
CBX4	0.520811544	5.531063521	4.64E-05	0.001040974
TNFRSF11A	-0.82963069	3.529943269	4.13E-09	2.48E-07
ZCCHC2	-0.41503472	4.917691059	0.0019987	0.023026096
PMAIP1	1.020104314	3.546970724	8.24E-11	6.99E-09
